transactionnumber,date,expensetype,expensearea,supplier,amount,file,negative
2150274,2021-01-08 00:00:00,GAS,ENERGY & UTILITIES - WXH,TOTAL GAS & POWER LTD.,46495.0,BART 10 - January.xlsx,1
2150289,2021-01-08 00:00:00,STATIONERY - GENERAL,HEALTH RECORDS - SBH,CROWN RECORDS MANAGEMENT LTD,45645.0,BART 10 - January.xlsx,1
2150305,2021-01-08 00:00:00,CONSULTANTS FEES (BUILD),WHIPPS CROSS REDEVELPOPMENT DESIGN,CURRIE AND BROWN,49450.0,BART 10 - January.xlsx,1
2150357,2021-01-08 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID19 STORE - RLH,BECTON DICKINSON (CME) UK LTD,80592.0,BART 10 - January.xlsx,1
2150369,2021-01-08 00:00:00,CONSULTANTS FEES (BUILD),WHIPPS CROSS REDEVELPOPMENT DESIGN,RYDER ARCHITECTURE LTD,293192.0,BART 10 - January.xlsx,1
2150369,2021-01-08 00:00:00,CONSULTANTS FEES (BUILD),WHIPPS CROSS REDEVELPOPMENT DESIGN,RYDER ARCHITECTURE LTD,427572.0,BART 10 - January.xlsx,1
2150369,2021-01-08 00:00:00,CONSULTANTS FEES (BUILD),WHIPPS CROSS REDEVELPOPMENT DESIGN,RYDER ARCHITECTURE LTD,476309.0,BART 10 - January.xlsx,1
2150373,2021-01-08 00:00:00,OFFICE & IT EQUIPMENT,PRESCOT ST MOVE - FURNITURE AND AUDIO EQUIPMENT,TET LTD,138793.0,BART 10 - January.xlsx,1
2150384,2021-01-08 00:00:00,OBLIGATIONS UNDER FINANCE LEASES; DUE AFTER MORE THAN ONE YEAR,LIABILITIES,STRETTONS,314995.0,BART 10 - January.xlsx,1
2150395,2021-01-08 00:00:00,BUILDINGS / STRUCTURE,BARTS HOSPITAL ORTHOPAEDIC CENTRE - NEWHAM,FOREST GATE CONSTRUCTION CO LTD,45421.0,BART 10 - January.xlsx,1
2150411,2021-01-08 00:00:00,BUILDINGS / STRUCTURE,NEWHAM FIRE WORKS - 20/21,ULTRA SUREFIRE LTD,115406.0,BART 10 - January.xlsx,1
2150442,2021-01-08 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,SUPPLY CHAIN COORDINATION LTD (SCCL),108955.0,BART 10 - January.xlsx,1
2150442,2021-01-08 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,SUPPLY CHAIN COORDINATION LTD (SCCL),52876.0,BART 10 - January.xlsx,1
2150442,2021-01-08 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,SUPPLY CHAIN COORDINATION LTD (SCCL),104193.0,BART 10 - January.xlsx,1
2150442,2021-01-08 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,SUPPLY CHAIN COORDINATION LTD (SCCL),54369.0,BART 10 - January.xlsx,1
2150442,2021-01-08 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,SUPPLY CHAIN COORDINATION LTD (SCCL),107457.0,BART 10 - January.xlsx,1
2150454,2021-01-08 00:00:00,ELECTRO MEDICAL EQUIPMENT,CARDIAC THEATRES,WELCH ALLYN UK LTD,46483.0,BART 10 - January.xlsx,1
2150479,2021-01-13 00:00:00,BUILDINGS / STRUCTURE,RESTART NHS -  ED RESUS   WORKS,INIGO CONTRACT SERVICES LTD,129903.0,BART 10 - January.xlsx,1
2150479,2021-01-13 00:00:00,BUILDINGS / STRUCTURE,RESTART NHS -  THEATRES 1 WORKS,INIGO CONTRACT SERVICES LTD,288004.0,BART 10 - January.xlsx,1
2150479,2021-01-13 00:00:00,BUILDINGS / STRUCTURE,WARD ENVIRONMENT WORKS - JUNCTION 3 - C BLOCK,INIGO CONTRACT SERVICES LTD,49531.0,BART 10 - January.xlsx,1
2150493,2021-01-13 00:00:00,BUILDINGS / STRUCTURE,14 & 15 FLOORS CONVERSION RLH - FOR COVID 19 WARDS,MARCOE ELECTRICAL LTD,137986.0,BART 10 - January.xlsx,1
2150493,2021-01-13 00:00:00,BUILDINGS / STRUCTURE,14 & 15 FLOORS CONVERSION RLH - FOR COVID 19 WARDS,MARCOE ELECTRICAL LTD,150013.0,BART 10 - January.xlsx,1
2150494,2021-01-13 00:00:00,PROPERTY RENTS,RATES & RENTS - RLH,CLSH MANAGEMENT LTD,111966.0,BART 10 - January.xlsx,1
2150496,2021-01-13 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,JANSSEN-CILAG LTD,134784.0,BART 10 - January.xlsx,1
2150500,2021-01-13 00:00:00,OFFICE & IT EQUIPMENT,PRESCOT STREET RELOCATION - ICT COSTS,CCS MEDIA LTD,182899.0,BART 10 - January.xlsx,1
2150506,2021-01-13 00:00:00,CONSULTANTS FEES (BUILD),HELIPAD EXPANSION WORKS,MID CONTRACTING & CONSULTING LTD,38120.0,BART 10 - January.xlsx,1
2150517,2021-01-13 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,201187.0,BART 10 - January.xlsx,1
2150518,2021-01-13 00:00:00,INFORMATION TECHNOLOGY  LICENCES,NETWORK AND SECURITY,TRUSTMARQUE SOLUTIONS LTD,120889.0,BART 10 - January.xlsx,1
2150534,2021-01-13 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,PHOENIX HEALTHCARE DISTRIBUTION LTD,31644.0,BART 10 - January.xlsx,1
2150562,2021-01-13 00:00:00,OTHER EXPENSES,CCRC PI ACCT (QMUL),QUEEN MARY UNIVERSITY OF LONDON,94202.0,BART 10 - January.xlsx,1
2150562,2021-01-13 00:00:00,OTHER EXPENSES,AUSRA ZDANAVICIENE,QUEEN MARY UNIVERSITY OF LONDON,50000.0,BART 10 - January.xlsx,1
2150574,2021-01-13 00:00:00,BUILDINGS / STRUCTURE,CHANGING  ROOMS FACILITIES  PROJECT,HERRONWAY LTD,166160.0,BART 10 - January.xlsx,1
2150578,2021-01-13 00:00:00,EXTERNAL CLINICAL SERVICES,SBH OPD,ORTUS SOLUTIONS LTD,50000.0,BART 10 - January.xlsx,1
2150604,2021-01-13 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,ROCHE PRODUCTS LTD,62826.0,BART 10 - January.xlsx,1
2150604,2021-01-13 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,ROCHE PRODUCTS LTD,223056.0,BART 10 - January.xlsx,1
2150621,2021-01-13 00:00:00,OFFICE & IT EQUIPMENT,LAPTOPS FOR TOWER HAMLETS COMMUNITY SERVICES,PCS BUSINESS SYSTEMS LTD,98820.0,BART 10 - January.xlsx,1
2150635,2021-01-13 00:00:00,OTHER EXPENSES,PFI FM SERVICES,CAPITAL HOSPITALS LTD,308064.0,BART 10 - January.xlsx,1
2150635,2021-01-13 00:00:00,OTHER EXPENSES,PFI FM SERVICES,CAPITAL HOSPITALS LTD,981936.0,BART 10 - January.xlsx,1
2150639,2021-01-13 00:00:00,BUILDINGS / STRUCTURE,BARTS HEALTH LIFE SCIENCES TALENT HUB - NEWHAM COLLEGE,NEWHAM TRAINING & EDUCATION CENTRE,132137.0,BART 10 - January.xlsx,1
2150655,2021-01-13 00:00:00,RECRUITMENT EXPENSES,WXH RADIOLOGY MEDICAL ,MEDICA REPORTING LTD,33828.0,BART 10 - January.xlsx,1
2150668,2021-01-13 00:00:00,MINOR CONTRACTED WORKS,SITE MANAGEMENT - NGH COVID19,ISS MEDICLEAN LTD,43842.0,BART 10 - January.xlsx,1
2150670,2021-01-13 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,NOVARTIS CONSUMER HEALTH,28848.0,BART 10 - January.xlsx,1
2150674,2021-01-13 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,MINDRAY (UK) LTD,37920.0,BART 10 - January.xlsx,1
2150681,2021-01-13 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT -  WXH,PHILIPS HEALTHCARE UK,72907.0,BART 10 - January.xlsx,1
2150705,2021-01-13 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,93557.0,BART 10 - January.xlsx,1
2150705,2021-01-13 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,466827.0,BART 10 - January.xlsx,1
2150757,2021-01-13 00:00:00,CONSULTANCY FEES,WASTE DISPOSAL & CONSUMABLES,SKANSKA,104647.0,BART 10 - January.xlsx,1
2150757,2021-01-13 00:00:00,CONSULTANCY FEES,WASTE DISPOSAL & CONSUMABLES,SKANSKA,55697.0,BART 10 - January.xlsx,1
2150762,2021-01-13 00:00:00,NON-CLINICAL CONTRACT SERVICES,HEP C CQUIN INVESTMENT,THE HEPATITIS C TRUST,40000.0,BART 10 - January.xlsx,1
2150810,2021-01-13 00:00:00,BUILDINGS / STRUCTURE,EXPANSION OF CAPACITY FOR SAME DAY EMERGENCY CARE,FOREST GATE CONSTRUCTION CO LTD,274633.0,BART 10 - January.xlsx,1
2150810,2021-01-13 00:00:00,BUILDINGS / STRUCTURE,NEWHAM FIRE WORKS - 20/21,FOREST GATE CONSTRUCTION CO LTD,185272.0,BART 10 - January.xlsx,1
2150828,2021-01-13 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,82149.0,BART 10 - January.xlsx,1
2150844,2021-01-13 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21,BARKING HAVERING & REDBRIDGE HOSPITALS NHS TRUST,223408.0,BART 10 - January.xlsx,1
2150848,2021-01-13 00:00:00,NHS PROPERTY SLA,ESTATES NHS PROPERTY SLA,COMMUNITY HEALTH PARTNERSHIPS,88681.0,BART 10 - January.xlsx,1
2150865,2021-01-13 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),58687.0,BART 10 - January.xlsx,1
2150865,2021-01-13 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),125423.0,BART 10 - January.xlsx,1
2150943,2021-01-15 00:00:00,BUILDING CONTRACT OTHER, SBH,NOMURA INTERNATIONAL PLC,32516.0,BART 10 - January.xlsx,1
2150966,2021-01-15 00:00:00,MEDICAL & SURGICAL EQUIPMENT,RESTART NHS -  LUNG FUNCTION EQUIPMENT,VYAIRE UK 236 LTD,45677.0,BART 10 - January.xlsx,1
2150976,2021-01-15 00:00:00,NON-CLINICAL CONTRACT SERVICES,ENERGY & UTILITIES - WXH,ENGIE SERVICES LTD,72074.0,BART 10 - January.xlsx,1
2150977,2021-01-15 00:00:00,BUILDINGS / STRUCTURE,CURIE  WARD REFURBISHMENT WORKS,HERRONWAY LTD,208873.0,BART 10 - January.xlsx,1
2150977,2021-01-15 00:00:00,BUILDINGS / STRUCTURE,URGENT CARE CENTRE (UCC) SPACE PROVISION,HERRONWAY LTD,161442.0,BART 10 - January.xlsx,1
2150977,2021-01-15 00:00:00,BUILDINGS / STRUCTURE,CURIE  WARD REFURBISHMENT WORKS,HERRONWAY LTD,247865.0,BART 10 - January.xlsx,1
2151014,2021-01-15 00:00:00,BUILDINGS / STRUCTURE,ACUTE ASSESSMENT UNIT (AAU SEGREGATION),REDBROOKS SPECIALIST CONTRACTS LTD,146131.0,BART 10 - January.xlsx,1
2151014,2021-01-15 00:00:00,BUILDINGS / STRUCTURE,ACACIA WARD REFURBISHMENT WORKS,REDBROOKS SPECIALIST CONTRACTS LTD,273164.0,BART 10 - January.xlsx,1
2151038,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,BAYER PLC,91245.0,BART 10 - January.xlsx,1
2151038,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,BAYER PLC,91245.0,BART 10 - January.xlsx,1
2151038,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,BAYER PLC,68434.0,BART 10 - January.xlsx,1
2151038,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,BAYER PLC,68434.0,BART 10 - January.xlsx,1
2151038,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,BAYER PLC,34217.0,BART 10 - January.xlsx,1
2151038,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY STORE STOCK,BAYER PLC,68434.0,BART 10 - January.xlsx,1
2151038,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,BAYER PLC,34217.0,BART 10 - January.xlsx,1
2151038,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,BAYER PLC,68434.0,BART 10 - January.xlsx,1
2151041,2021-01-15 00:00:00,HEALTH & SAFETY EQUIPMENT,EMPLOYEE SUPPORT & WELLBEING,CHILDCARE VOUCHERS LTD,35825.0,BART 10 - January.xlsx,1
2151042,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,CSL BEHRING,42000.0,BART 10 - January.xlsx,1
2151066,2021-01-15 00:00:00,STATIONERY - GENERAL,NUH HEALTH RECORDS,IRON MOUNTAIN (UK) LTD,59126.0,BART 10 - January.xlsx,1
2151112,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY CHEMO STOCK,QUALASEPT LTD T/A BATH ASU,34047.0,BART 10 - January.xlsx,1
2151112,2021-01-15 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY CHEMO STOCK,QUALASEPT LTD T/A BATH ASU,47752.0,BART 10 - January.xlsx,1
2151122,2021-01-15 00:00:00,MEDICAL & SURGICAL EQUIPMENT,CDI BLOOD GAS MONITORS X 3 - MDG 19/20,TERUMO BCT EUROPE NV,30000.0,BART 10 - January.xlsx,1
2151155,2021-01-15 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,48438.0,BART 10 - January.xlsx,1
2151173,2021-01-15 00:00:00,MEDICAL & SURGICAL EQUIPMENT,ECMO EQUIPMENT - SBH,CHALICE MEDICAL LTD,68430.0,BART 10 - January.xlsx,1
2151186,2021-01-15 00:00:00,BLOOD - CONTRACT BTS,BLOOD PRODUCTS,NHS BLOOD AND TRANSPLANT,326081.0,BART 10 - January.xlsx,1
2151186,2021-01-15 00:00:00,BLOOD - CONTRACT BTS,HAEMATOLOGY,NHS BLOOD AND TRANSPLANT,66516.0,BART 10 - January.xlsx,1
2151186,2021-01-15 00:00:00,BLOOD - CONTRACT BTS,BLOOD PRODUCTS,NHS BLOOD AND TRANSPLANT,276434.0,BART 10 - January.xlsx,1
2151186,2021-01-15 00:00:00,BLOOD - CONTRACT BTS,HAEM & BLOOD TRANSFUSION - NON PAYS,NHS BLOOD AND TRANSPLANT,93518.0,BART 10 - January.xlsx,1
2151197,2021-01-15 00:00:00,INFORMATION TECHNOLOGY  LICENCES,SERVER,ITHEALTH UK LTD,30054.0,BART 10 - January.xlsx,1
2151208,2021-01-15 00:00:00,ANAESTHETIC EQUIPMENT & ACCESSORIES,CARDIAC THEATRES,PULMONX INTERNATIONAL SARL,36930.0,BART 10 - January.xlsx,1
2151303,2021-01-20 00:00:00,OFFICE & IT EQUIPMENT,PRESCOT STREET RELOCATION - ICT COSTS,CCS MEDIA LTD,39360.0,BART 10 - January.xlsx,1
2151319,2021-01-20 00:00:00,TELEPHONES: RENTAL,TELEPHONY & UNIFIED COMMUNICATIONS,BRITISH TELECOMMUNICATION,33413.0,BART 10 - January.xlsx,1
2151405,2021-01-20 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,CELGENE INTERNATIONAL SARL,28476.0,BART 10 - January.xlsx,1
2151409,2021-01-20 00:00:00,LAB. EQUIPMENT MAINTENANCE,RETINOBLASTOMA - PATHOLOGY,ROCHE DIAGNOSTICS LTD,1063728.0,BART 10 - January.xlsx,1
2151428,2021-01-20 00:00:00,TELEPHONES: RENTAL,CHS PRE MOBILISATION (THIPP),CISCO SYSTEMS FINANCE INTERNATIONAL UC,56000.0,BART 10 - January.xlsx,1
2151444,2021-01-20 00:00:00,BUILDINGS / STRUCTURE,BARTS HEALTH LIFE SCIENCES TALENT HUB - NEWHAM COLLEGE,NEWHAM TRAINING & EDUCATION CENTRE,32985.0,BART 10 - January.xlsx,1
2151499,2021-01-20 00:00:00,IMAGING EQUIPMENT,SBH CORE SERVICES,TELEMEDICINE CLINIC LTD,33547.0,BART 10 - January.xlsx,1
2151499,2021-01-20 00:00:00,IMAGING EQUIPMENT,SBH CORE SERVICES,TELEMEDICINE CLINIC LTD,32051.0,BART 10 - January.xlsx,1
2151499,2021-01-20 00:00:00,RECRUITMENT EXPENSES,WXH RADIOLOGY MEDICAL STAFF,TELEMEDICINE CLINIC LTD,27828.0,BART 10 - January.xlsx,1
2151505,2021-01-20 00:00:00,RECRUITMENT EXPENSES,TEMPORARY RECRUITMENT,PULSE HEALTHCARE LTD,302792.0,BART 10 - January.xlsx,1
2151505,2021-01-20 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,146970.0,BART 10 - January.xlsx,1
2151505,2021-01-20 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,445011.0,BART 10 - January.xlsx,1
2151525,2021-01-20 00:00:00,WATER,ENERGY & UTILITIES - RLH,ADSM PLC,52894.0,BART 10 - January.xlsx,1
2151563,2021-01-20 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY CHEMO STOCK,QUALASEPT LTD T/A BATH ASU,82492.0,BART 10 - January.xlsx,1
2151595,2021-01-20 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,ALLOGA UK LTD,108480.0,BART 10 - January.xlsx,1
2151607,2021-01-20 00:00:00,ANAESTHETIC EQUIPMENT & ACCESSORIES,RUBIDIUM PET CT SCANNING,PCCA LTD,38761.0,BART 10 - January.xlsx,1
2151613,2021-01-20 00:00:00,BUILDINGS / STRUCTURE,WOMEN AND CHILDREN'S SERVICES,FOREST GATE CONSTRUCTION CO LTD,364564.0,BART 10 - January.xlsx,1
2151613,2021-01-20 00:00:00,BUILDINGS / STRUCTURE,MATERNITY WORKS- NON DONATED,FOREST GATE CONSTRUCTION CO LTD,84615.0,BART 10 - January.xlsx,1
2151614,2021-01-20 00:00:00,LAN MAINTENANCE,NETWORK AND SECURITY,BLOCK SOLUTIONS LTD,37595.0,BART 10 - January.xlsx,1
2151614,2021-01-20 00:00:00,CONSULTANCY FEES,NETWORK AND SECURITY,BLOCK SOLUTIONS LTD,39200.0,BART 10 - January.xlsx,1
2151616,2021-01-20 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,48438.0,BART 10 - January.xlsx,1
2151616,2021-01-20 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,32292.0,BART 10 - January.xlsx,1
2151638,2021-01-20 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21,BARNET ENFIELD & HARINGEY MENTAL HEALTH NHS TRUST,49606.0,BART 10 - January.xlsx,1
2151640,2021-01-20 00:00:00,PATIENT CARE SERVICES - PRIOR YEAR,CHILDRENS SLEEP AND RESPIRATORY SERVICE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,128257.0,BART 10 - January.xlsx,1
2151640,2021-01-20 00:00:00,PATIENT CARE SERVICES - PRIOR YEAR,CHILDRENS SLEEP AND RESPIRATORY SERVICE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,129597.0,BART 10 - January.xlsx,1
2151640,2021-01-20 00:00:00,PATIENT CARE SERVICES - PRIOR YEAR,CHILDRENS SLEEP AND RESPIRATORY SERVICE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,102162.0,BART 10 - January.xlsx,1
2151658,2021-01-20 00:00:00,LABORATORY TESTS NHS,CARDIOLOGY IMAGING,ROYAL FREE LONDON NHS FOUNDATION TRUST,58361.0,BART 10 - January.xlsx,1
2151660,2021-01-20 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),350690.0,BART 10 - January.xlsx,1
2151660,2021-01-20 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),63241.0,BART 10 - January.xlsx,1
2151660,2021-01-20 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),83163.0,BART 10 - January.xlsx,1
2151660,2021-01-20 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),359165.0,BART 10 - January.xlsx,1
2151660,2021-01-20 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),401098.0,BART 10 - January.xlsx,1
2151660,2021-01-20 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),70507.0,BART 10 - January.xlsx,1
2151660,2021-01-20 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),207141.0,BART 10 - January.xlsx,1
2151703,2021-01-22 00:00:00,VIRGIN EXPENSES,A & E HELICOPTER SERVICE,LONDON'S AIR AMBULANCE,39583.0,BART 10 - January.xlsx,1
2151717,2021-01-22 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,AMGEN LTD,26519.0,BART 10 - January.xlsx,1
2151717,2021-01-22 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AMGEN LTD,58089.0,BART 10 - January.xlsx,1
2151727,2021-01-22 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,516321.0,BART 10 - January.xlsx,1
2151727,2021-01-22 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,265321.0,BART 10 - January.xlsx,1
2151727,2021-01-22 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,90324.0,BART 10 - January.xlsx,1
2151754,2021-01-22 00:00:00,OTHER EXPENSES,ECMC 2017-2022 (5 YRS RENEWAL) (GRIBBEN),QUEEN MARY UNIVERSITY OF LONDON,49350.0,BART 10 - January.xlsx,1
2151780,2021-01-22 00:00:00,LAB EQUIPMENT,IMMUNOPHENOTYPING,ROCHE DIAGNOSTICS LTD,1127696.0,BART 10 - January.xlsx,1
2151786,2021-01-22 00:00:00,MEDICAL & SURGICAL EQUIPMENT,EDC - CANCER CENTRE AT MILE END,KEYMED MEDICAL & INDUSTRIAL EQUIPMENT LTD,307088.0,BART 10 - January.xlsx,1
2151794,2021-01-22 00:00:00,DRUGS:,SPECIALIST PAEDIATRICS,MEDTRONIC LTD,71880.0,BART 10 - January.xlsx,1
2151811,2021-01-22 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,CSL BEHRING,168000.0,BART 10 - January.xlsx,1
2151824,2021-01-22 00:00:00,ELECTRICITY,ENERGY & UTILITIES - NUH,EDF ENERGY,108783.0,BART 10 - January.xlsx,1
2151865,2021-01-22 00:00:00,OFFICE & IT EQUIPMENT,QLIK SENSE IMPLEMENTATION,INSIGHT DIRECT UK LTD,35709.0,BART 10 - January.xlsx,1
2151902,2021-01-22 00:00:00,CONSULTANTS FEES (BUILD),WOMEN AND CHILDREN'S SERVICES,CASTONS,40000.0,BART 10 - January.xlsx,1
2151905,2021-01-22 00:00:00,CONSULTANTS FEES (BUILD),WHIPPS CROSS REDEVELPOPMENT DESIGN,RYDER ARCHITECTURE LTD,301869.0,BART 10 - January.xlsx,1
2151944,2021-01-22 00:00:00,RATES,ESTATES NHS PROPERTY SLA,NHS PROPERTY SERVICES LTD,32403.0,BART 10 - January.xlsx,1
2151947,2021-01-22 00:00:00,MEDICAL CONSULTANT,MICROBIOLOGY,PUBLIC HEALTH ENGLAND,35179.0,BART 10 - January.xlsx,1
2151949,2021-01-22 00:00:00,MEDICAL & SURGICAL EQUIPMENT,NGH BEDFORD WARD,SUPPLY CHAIN COORDINATION LTD (SCCL),49895.0,BART 10 - January.xlsx,1
202170,2021-01-26 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - SBH,CARESTREAM HEALTH UK LTD,31680.0,BART 10 - January.xlsx,1
3896,2021-01-27 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,700000.0,BART 10 - January.xlsx,1
3897,2021-01-27 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,500000.0,BART 10 - January.xlsx,1
2151992,2021-01-27 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,JANSSEN-CILAG LTD,25754.0,BART 10 - January.xlsx,1
2152067,2021-01-27 00:00:00,BUILDINGS / STRUCTURE,NHSI LED LIGHTING - RETAINED ESTATE,ENGIE SERVICES LTD,106782.0,BART 10 - January.xlsx,1
2152127,2021-01-27 00:00:00,SECURITY SERVCIES CONTRACT,SITE MANAGEMENT - NGH COVID19,WILSON JAMES LTD,303156.0,BART 10 - January.xlsx,1
2152128,2021-01-27 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY DISPENSARY STOCK,ALEXION PHARMA UK LTD,30240.0,BART 10 - January.xlsx,1
2152155,2021-01-27 00:00:00,SOFTWARE MAINTENANCE,DESKSIDE TEAM,NETCALL TECHNOLOGY LTD,85920.0,BART 10 - January.xlsx,1
2152172,2021-01-27 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - NUH,NFI DIET LTD,25614.0,BART 10 - January.xlsx,1
2152172,2021-01-27 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - WXH,NFI DIET LTD,42590.0,BART 10 - January.xlsx,1
2152172,2021-01-27 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,NFI DIET LTD,72394.0,BART 10 - January.xlsx,1
2152174,2021-01-27 00:00:00,COMPUTER SOFTWARE,PATHOLOGY TRANSFORMATION,CLINISYS SOLUTIONS LTD,1014281.0,BART 10 - January.xlsx,1
2152196,2021-01-27 00:00:00,ELECTRICITY,ENERGY & UTILITIES - NUH,EDF ENERGY,32637.0,BART 10 - January.xlsx,1
