organisationname,date,transactionnumber,supplier,expensearea,expensetype,amount,file,negative,ideptfamily
Royal Free London NHS Foundation Trust,01/06/2020,1443453,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,39867.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1445925,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32349.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1446100,Biotest Uk Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,110200.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1446156,Gilead Sciences Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,54117.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1446201,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,107220.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1446350,Shire Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,77000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1446351,Shire Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,77000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1446671,Bayer Plc,Tw:Balance Sheet,Pharmacy Issues & Receipts,27793.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1446680,Gilead Sciences Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,-34146.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1447996,Healthnet Homecare (Uk) Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32292.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,14845,Alloga Uk,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,66099.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,14846,Alloga Uk,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,88132.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,15166,Janssen-Cilag Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,25351.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,2272,Royal Free London Nhs Ft,Tw:Management,Ic Management Service,41188.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1439169,Logan Construction (Se) Ltd,Rf:Corona Virus Assessment Pod,Building Contracts,47016.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1440787,Interserve Catering Services Ltd,Rf:Pp Hotel Services,Contract Catering,77106.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1440858,Nhs Shared Business Services Ltd,Tw:Payroll,Other Non-Clinical Services,54864.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1440919,Interserve Catering Services Ltd,Rf:Pp Hotel Services,Contract Catering,77106.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1443307,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,31682.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1445802,London Borough Of Enfield,Tw:Enfield Civic Centre,Rent,62018.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1445803,London Borough Of Enfield,Tw:Enfield Civic Centre,Rent,62018.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1445804,London Borough Of Enfield,Tw:Enfield Civic Centre,Rent,62018.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1446009,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,48523.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1446075,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32349.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1446079,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,90088.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1446335,Roche Products Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32544.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1446906,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,38834.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1446969,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,31975.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1446970,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,35935.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,15141,Alcura Uk Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,38421.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1415501,Montagu Evans Llp,Tw: Property Bau,Consultancy Fees,27000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1443703,Cerner Limited,Tw:Patient Systems,Other Non-Clinical Supplies,221865.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1443705,Cerner Limited,Tw:Patient Systems,Other Non-Clinical Supplies,98202.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1445756,Insight Direct (Uk) Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,204586.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1446064,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,57600.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1446200,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,166776.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1445744,Medtronic Ltd,Bh:Barnet Ecg Dept,Pacemakers,26976.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,23/06/2020,1441564,Butterfly Network Inc,Rf:Special Trustees Recharge,Med&Surg Equipment,29005.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1412348,Hsl (Fm) Llp,Rf:General Pathology,Pathology Tests Joint Venture,407373.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1436204,Hsl (Fm) Llp,Rf:General Pathology,Pathology Tests Joint Venture,-407373.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1333553,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,37190.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1351296,Philips Healthcare (Surrey),Tw:Patient Systems,Msse Maintenance Repairs,68358.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1368850,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,28796.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1368852,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,29518.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1369052,Philips Healthcare (Surrey),Tw:Patient Systems,Msse Maintenance Repairs,68358.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1393747,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,32510.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1416968,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,31218.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1432546,Boc Ltd,Tw:Nightingale Ward (Excel),Medical Gases,122400.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1432676,Boc Ltd,Tw:Nightingale Ward (Excel),Medical Gases,1322760.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1439324,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,-28305.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,1445165,Cec Healthcare Coding Ltd,Tw:Clinical Coding,Other Non-Clinical Supplies,44630.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,2308,Compass Contract Services (Uk) Limited,Tw:Soft Fm Contracts,Other Soft Fm Contracts,321515.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,2347,Cbre Managed Services Ltd,Tw:Estates Maintenance,Msse Maintenance Contracts,55694.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/06/2020,2348,Universal Sealants (Uk) Ltd,Ch:Mscp Refurbishment,Ic Building Contracts,223452.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,02/06/2020,1449096,Metier Healthcare Ltd,Bh:Pfi Project,Consultancy Fees,3635985.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,04/06/2020,1452780,Cfes Limited,Tw:Nightingale Ward (Excel),Building Contracts,1195200.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1159948,Ucl Partners,Tw:Trust Board,Consultancy Fees,100000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1250748,University College London,Tw:Ucl Sal Rechge Ap Inv Only,Consultant-Som,-235500.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1371931,Full Support Healthcare Ltd,Rf:Tass Management,Other Med - Recharge In,31554.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1391266,Grifols Uk Ltd,Rf:Haematology Labs,Laboratory Chemical & Reagents,32062.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1402523,Hologic Uk Ltd,Ed:Breast Screening-Kit Celbss,Radiology Equipment,174000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1402524,Hologic Uk Ltd,Ed:Breast Screening-Kit Celbss,Radiology Equipment,174000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1402526,Hologic Uk Ltd,Ed:Breast Screening-Kit Celbss,Radiology Equipment,174000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1407580,Hologic Uk Ltd,Ed:Breast Screening-Kit Celbss,Radiology Equipment,174000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1412331,Gama Healthcare Ltd,Rf:Rfh Facilities Management,Cleaning Equipment & Materials,189600.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1420765,Insight Direct (Uk) Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,38625.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1420849,Fire-Risk Management Services,Tw:Nightingale Ward (Excel),Structural Engineers Fees,32028.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1425045,Gama Healthcare Ltd,Rf:Rfh Facilities Management,Cleaning Equipment & Materials,33600.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1429268,Alliance Medical Ltd,Ch:Sonography,Services Nhsts Clinical,44255.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1431423,University College London,Tw:Ucl Sal Rechge Ap Inv Only,Consultant-Som,447134.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1431545,University College London,Tw:Ucl Sal Rechge Ap Inv Only,Consultant-Som,444407.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1431546,University College London,Tw:Ucl Sal Rechge Ap Inv Only,Consultant-Som,446189.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1431857,Hoare Lea Llp,Tw:Nightingale Ward (Excel),Building Contracts,64725.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1436481,Keystream Healthcare Resources Ltd,Rf:19-20 Pc'S Infrastructure,Other Non-Clinical Supplies,37344.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1436483,Keystream Healthcare Resources Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,45281.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1436565,Shawbrook Bank Ltd,Rf:Radiology,Msse Lease Charges,99188.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1440296,Mbi Healthcare Technologies Ltd,Tw:Performance Information,It Service Contracts,63070.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1440302,Edf Energy Customers Plc,Rf:Energy,Electricity,185772.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1450026,The Richard Stephens Partnership,Rf:Covid 19 2na Icu Surge,Consultancy Fees,37095.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1450128,Haverstock Healthcare Ltd,Rf:A & E Nursing,Services Ccgs Clinical,75021.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1451074,Bayer Plc,Tw:Balance Sheet,Pharmacy Issues & Receipts,41060.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1451092,Csl Behring,Tw:Balance Sheet,Pharmacy Issues & Receipts,84000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1451442,Premier Inn Business Account,Rf:Accommodation-Pay,Patient Hotel Accommodation,105995.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1452545,Pharmaxo Pharmacy Services Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32165.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1452659,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,71480.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1452660,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,71480.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,1452912,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,15877,Janssen-Cilag Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,27182.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,15938,Alliance Healthcare (Distribution) Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,31329.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,05/06/2020,16008,Otsuka Pharmaceutical Europe Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,37695.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,07/06/2020,1453044,Ct Jackson Ltd,Rf:Backlog Maintenance,Msse Maintenance Contracts,32739.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,11/06/2020,16288,Alloga Uk,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,88132.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1260069,Medtronic Ltd,Bh:Cardiology - Barnet,I. C. D'S (Tedd),51600.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1384490,Rfl Dispensary Services Ltd,Rf:Pharmacy - Patients Serv.S,Ic Management Service,106444.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1384491,Rfl Dispensary Services Ltd,Rf:Pharmacy - Patients Serv.S,Ic Management Service,118397.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1407085,Medtronic Ltd,Bh:Cardiology - Barnet,I. C. D'S (Tedd),-51600.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1412190,Rfl Dispensary Services Ltd,Rf:Pharmacy - Patients Serv.S,Ic Management Service,118879.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1412384,Nhs Blood And Transplant,Rf:Haematology Labs,Blood Products,-28481.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1420029,Siemens Healthcare Limited,Rf:Beds And Mattresses Ref No,Med&Surg Equipment,29021.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1435002,Ash Corporate Finance (Hampstead) Ltd,Tw:Balance Sheet,Finance Lease Obligation,380999.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1440411,Supply Chain Coordination Ltd (Capital),Tw:Ultrasound 16 Nhsi Nhssc,Radiology Equipment,-254206.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1440957,Nhs Blood And Transplant,Rf:Haematology Labs,Blood Products,168943.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1441415,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,43111.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1443534,Supply Chain Coordination Ltd (Capital),Tw:Ultrasound 16 Nhsi Nhssc,Radiology Equipment,254206.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1443631,Corona Energy,Rf:Energy,Gas,-210099.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1443674,Ecourier,Rf:Rfh Transport,Transport-Equipment/Materials,94540.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1443717,Cfes Limited,Tw:Covid-19 Stp,Building Contracts,186709.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1445001,Supply Chain Coordination Ltd (Maintenance),Rf:Medical Physics,Msse Maintenance Contracts,423380.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1445136,Corona Energy,Rf:Energy,Gas,175449.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1445137,Corona Energy,Rf:Energy,Gas,210099.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1445190,Bxtaccelyon Ltd,Bh:Urology Barnet,Med&Surg Equipment,26067.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1445677,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,98109.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1445678,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,82762.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1445681,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,106562.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1445788,Mbi Healthcare Technologies Ltd,Tw:Performance Information,It Service Contracts,189840.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1451012,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,80872.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1451585,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,52283.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1452687,Keystream Healthcare Resources Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,77268.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1452825,Abm Aviation (Uk) Limited,Rf:Covid-19 (Surge),Other Non-Clinical Services,136519.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1452862,Ernst & Young Llp,Tw:Financial Director,Consultancy Fees,36000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1452879,Haverstock Healthcare Ltd,Rf:Diabetic Team,Healthcare Commercial Sector,45496.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1452884,Haverstock Healthcare Ltd,Rf:Diabetic Team,Healthcare Commercial Sector,85884.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1452969,Nissan Motor Manufacturing (Uk) Ltd,Rf:Covid-19 (Patient Testing),Staff Clothing,50160.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1453283,Supply Chain Coordination Ltd (Capital),Tw:Ultrasound 16 Nhsi Nhssc,Med&Surg Equipment,162146.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1453285,Supply Chain Coordination Ltd (Capital),Ed:Breast Screening-Kit Celbss,Radiology Equipment,134102.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1453290,Supply Chain Coordination Ltd (Capital),Tw:Ultrasound 16 Nhsi Nhssc,Med&Surg Equipment,79290.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1453861,Insight Direct (Uk) Ltd,Rf:19-20 Wi-Fi Infrastructure,Other Non-Clinical Supplies,1862294.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1455364,Fagron Uk Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,216000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1455428,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,33355.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1455576,Shire Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,77000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,1457698,Softcat Limited,Rf:Somerset Cancer Register,It Software,182574.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,12/06/2020,15946,Alliance Healthcare (Distribution) Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,25954.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,15/06/2020,1449883,Vannin Healthcare Global Ltd,Rf:Covid-19 (Patient Testing),Staff Clothing,3658536.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,15/06/2020,1453122,Darwin Group Limited,Bh:Modular Ward,Building Contracts,157428.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,17/06/2020,1460918,Hmrc Cumbernauld,Tw:Balance Sheet,Creditors - Income Tax,7516234.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,17/06/2020,1460919,Hmrc Cumbernauld,Tw:Balance Sheet,Creditors-Nat Insurance-Ees,3399597.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,17/06/2020,1460920,Hmrc Cumbernauld,Tw:Balance Sheet,Creditors-Nat Insurance-Ers,4670956.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,17/06/2020,2647,Hmrc Cumbernauld,Tw:Balance Sheet-Property Serv,Creditors - Income Tax,32846.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,18/06/2020,16639,Alloga Uk,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,92539.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1426342,Compass Contract Services (Uk) Limited,Tw:Nightingale Ward (Excel),Contract Catering,180000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1426343,Hsl (Analytics) Llp,Tw:Balance Sheet,Restructuring Prov Current,89885.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1448793,Rfl Property Services Limited,Rf:Ih Catering Restaurant,Ic Ih Catering Retail,186372.0,ROYF 01-03 - April - June.csv,1,Department of Health
