ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,expensetypoe
NHS Central London CCG,31-Jul-20,Basic Sal-Internal Recharge-Pay,CONTRACT MANAGEMENT,NHS BRENT CCG,33390567,-27465.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),33070752,-19259.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),33070765,-19100.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33070722,-13591.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33070752,-13318.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33070736,-12159.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33194090,-9938.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33194099,-9706.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33070752,-9620.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33194090,-8770.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33206004,-8437.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33070736,-7549.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,33149258,-5653.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33194090,-5354.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33194089,-5255.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33206004,-4836.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33070736,-4421.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33070747,-2828.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33206004,-2768.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33070736,-2315.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33194090,-2131.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33070752,-1829.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33206004,-1828.0,NWCL 04 - July.pdf.csv,-1,
NHS Central London CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,33206022,23.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CONNAUGHT SQUARE PRACTICE,33092424,52.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,33070802,65.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,Post Graduate Loan Payable,BALANCE SHEET,HMRC,33149258,219.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33092430,276.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,33092425,287.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,33194089,322.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,33194089,343.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,33206028,348.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,33194096,359.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,33194096,367.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,33206022,445.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,33194081,460.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,33092426,538.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,33206028,539.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,33194083,547.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,33070693,561.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,33092431,601.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,33194094,620.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),33070768,632.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33206010,674.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,33206028,723.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,33194093,726.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,33206024,753.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,33206024,760.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33092430,807.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33070778,864.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33070778,878.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33092430,934.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),33206020,935.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33092423,940.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,CONNAUGHT SQUARE PRACTICE,33092423,945.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-APMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,33092431,948.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33092430,994.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,33194089,1053.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33092429,1062.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BELGRAVIA SURGERY,33194080,1096.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33092428,1106.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,33206022,1109.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,33092425,1125.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CONNAUGHT SQUARE PRACTICE,33092424,1153.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,33092424,1156.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,33070793,1179.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,33206017,1222.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,33070722,1269.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),33206020,1330.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33070778,1337.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33092429,1348.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33092428,1373.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33070802,1484.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33092430,1493.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,33194096,1509.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33194091,1576.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,33194094,1616.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33092427,1620.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,33092431,1660.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,33206017,1698.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,33070693,1698.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,33092431,1723.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33092427,1734.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,33206026,1779.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,33092425,1820.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,33070747,1865.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,33194096,1876.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,33194083,1891.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,33206028,1928.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,33194081,1928.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,33206022,1963.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,33206026,1966.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,33092431,1983.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),33070768,1991.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,33092426,2044.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33206010,2190.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,33146261,2302.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33070778,2304.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,33206026,2351.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,33206022,2363.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,33194099,2374.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,33070693,2385.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33092427,2436.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,33206028,2494.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33092428,2533.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,33206024,2558.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33206010,2591.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33092426,2640.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,CONNAUGHT SQUARE PRACTICE,33092424,2672.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,33194093,2672.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33092430,2688.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33092430,2733.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33206010,2765.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33070778,2882.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33092428,2890.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33092430,2911.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,33206028,2913.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),33206020,2999.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,33194089,3035.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,33070793,3138.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33092427,3212.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,33206024,3219.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),33206020,3289.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33092423,3298.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,33070693,3333.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,33206017,3333.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,33194093,3369.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33194091,3387.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,33092426,3455.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,33206017,3522.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,33070722,3927.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33149258,3938.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33092429,3966.0,NWCL 04 - July.pdf.csv,1,
NHS Central London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33092428,4022.0,NWCL 04 - July.pdf.csv,1,
