ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative,expsenearea
NHS Hounslow CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,34516402,825.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,34516402,2461.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,34516402,46297.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,34516402,4080.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,REDWOOD PRACTICE DR P SHENTON & PARTNER,34516406,53122.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,REDWOOD PRACTICE DR P SHENTON & PARTNER,34516406,970.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,REDWOOD PRACTICE DR P SHENTON & PARTNER,34516406,4417.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,34516410,104119.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,34516410,528.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,34516410,1900.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,34516410,4291.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,34516410,3347.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,34516410,49.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,34516410,7271.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,34516414,210.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,34516414,36388.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,34516414,10296.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,34516414,1557.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,34516414,5127.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,WILLOW PRACTICE,34516414,10651.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,34516414,670.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,34516414,38639.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,34516414,3853.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516417,-95905.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516417,-7316.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516417,-7804.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516417,-3643.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ARGYLE HEALTH ISLEWORTH LTD,34516417,-7569.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516417,-592.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516418,188791.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516418,7316.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516418,44.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516418,3964.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516418,3643.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ARGYLE HEALTH ISLEWORTH LTD,34516418,7569.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516418,1546.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,34516418,6010.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,34516419,-52741.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,34516419,-4372.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,34516419,-306.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,34516419,-2205.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,34516419,-2396.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,34516420,105758.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,34516420,2180.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,34516420,811.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,34516420,3188.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,34516421,-145657.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,34516421,-11918.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,34516421,-973.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,34516421,-13.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,34516421,-427.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,34516421,-489.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,34516422,288282.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,34516422,6021.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,34516422,2277.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,34516422,7850.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,34516423,-86700.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,34516423,-7091.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,34516423,-554.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,34516423,-1991.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,34516423,-2049.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,34516424,171531.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,34516424,3584.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,34516424,1379.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,34516424,3924.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,34516425,-75422.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,34516425,-6516.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,34516425,-309.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,34516426,148910.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,34516426,3300.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,34516426,1268.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,34516426,5712.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,CARE UK COMMUNITY PARTNERSHIPS LTD,34547747,87978.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,OMNES HEALTHCARE LTD,34547832,47920.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,OPTUM HEALTH SOLUTIONS (UK) LTD,34547857,34500.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,ADVINIA CARE HOME LTD,34547995,51987.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Recharge : Received,PRIMARY CARE IT,NHS BRENT CCG,34548025,38279.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Recharge : Received,PROGRAMME PROJECTS,NHS BRENT CCG,34548025,87010.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Recharge : Received,RECHARGES,NHS BRENT CCG,34548025,190199.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,BOC LTD,34548098,25049.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,PRACTICE SERVICES LTD (THE),34548101,44507.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ASHFORD & ST PETERS HOSPITALS NHSFT,34577652,1147918.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,34577673,52809.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,FRIMLEY HEALTH NHS FOUNDATION TRUST,34577688,66845.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,34577696,150993.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,34577703,242603.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,34577723,3188612.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KINGSTON HOSPITAL NHS FOUNDATION TRUST,34577730,193164.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,34577743,1001041.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,34577750,547841.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34577762,194369.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,34577770,109028.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,34577782,48997.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),34577792,79070.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,34577799,65224.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,34577817,109896.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,WEST LONDON NHS TRUST,34577835,2542672.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,34577846,44890.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Income tax <1Yr,BALANCE SHEET,HMRC,34591592,25979.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,34591592,940.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,34591592,19112.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,34591592,13818.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,34591592,-556.0,NWHO 08 - November.pdf.csv,-1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR C LYNCH,34613209,3393.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,34613209,49532.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,34613209,898.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,34613209,2000.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,34613209,4528.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,34613209,2773.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,34613209,730.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,34613209,4112.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,34613209,603.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,34613209,694.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AM CROWE,34613211,56307.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AM CROWE,34613211,1058.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AM CROWE,34613211,4638.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR F MORAN & PARTNERS,34613213,62954.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR F MORAN & PARTNERS,34613213,1163.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR F MORAN & PARTNERS,34613213,5632.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR DP TRIPATHI,34613216,2479.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DP TRIPATHI,34613216,64815.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DP TRIPATHI,34613216,1194.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DP TRIPATHI,34613216,497.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DP TRIPATHI,34613216,5711.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR G VENKATESHAM,34613218,207.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,34613218,26179.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,34613218,492.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,34613218,46.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,34613218,1818.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MH MUZAFER,34613222,305.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MH MUZAFER,34613222,36512.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MH MUZAFER,34613222,693.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MH MUZAFER,34613222,2466.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MH MUZAFER,34613222,59.0,NWHO 08 - November.pdf.csv,1,
NHS Hounslow CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MH MUZAFER,34613222,2635.0,NWHO 08 - November.pdf.csv,1,
