ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative,exepensearea
NHS Ealing CCG,30-Jun-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,32674091,5973.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,32674097,5979.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR M ALZARRAD,32768852,6038.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,32769395,6080.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,32769312,6174.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,32769342,6192.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,32769301,6325.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR DCM EVANS & PARTNERS,32769313,6387.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,32769349,6408.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,32769313,6424.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,EALING PARK HEALTH CENTRE,32769376,6445.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,32769351,6458.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,32769328,6490.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR RJ SALUJA,32769351,6629.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR S RADHAKRISHNAN,32769366,6668.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,32769330,6706.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,32769336,6845.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DRS A LEES R NAISH & S BASSI,32769370,6963.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,32769326,6987.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,32769303,7103.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,32769408,7133.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOMERSET FAMILY HEALTH,32674099,7143.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR R DASOJU & PARTNERS,32769356,7168.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,32769381,7358.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,32674091,7419.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,32769309,7508.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,32674089,7602.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,GORDON HOUSE SURGERY,32769381,7612.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR N ASGHAR,32769340,7675.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,32769333,7702.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WATERSIDE MEDICAL CENTRE SOUTHALL,32674100,7734.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RC MOORE,32769348,7746.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,32769364,7758.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,32769295,7807.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS A LEES R NAISH & S BASSI,32769370,7848.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR R SHAH,32785014,7865.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,32769319,7941.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,32769340,8035.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR VB BHATT,32769372,8227.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,32769321,8251.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,32674089,8286.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHISWICK FAMILY PRACTICE,32769404,8290.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,32785016,8413.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,32674091,8427.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,32674095,8462.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ISLIP MANOR SURGERY,32769387,8472.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,32674087,8543.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S GUHA,32769347,8547.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR H NAY LIN,32768854,8674.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR SHC VALENTINE,32769358,8703.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR RK BHATT,32785016,8703.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR L DAS,32769338,8708.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,32674103,8783.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR WM MOUSTAFA,32769368,8796.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR B GOHIL,32785001,9038.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MANDEVILLE MEDICAL CENTRE,32769393,9092.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,32769295,9103.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,32769301,9370.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NORTHOLT FAMILY PRACTICE,32673807,9413.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SS GORAYA,32769362,9447.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,32785007,9541.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HAMMOND ROAD PRACTICE,32769406,9579.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,32769383,9611.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,32769313,9665.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ELMBANK SURGERY,32769374,9921.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,HILLCREST SURGERY LONDON,32769383,9942.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,WATERSIDE MEDICAL CENTRE SOUTHALL,32674100,9973.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEALTH PROMOTION CENTRE,32769385,10162.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,32769321,10398.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SUNRISE MEDICAL PRACTICE SOUTHALL,32769397,10534.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,32769297,10740.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,32674095,10987.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,32769333,11213.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CHISWICK FAMILY PRACTICE,32769404,11285.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,32769326,11813.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,32674097,12028.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CUCKOO LANE HEALTH CARE LTD,32690283,12099.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,32769408,12474.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,32769328,12639.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,SOMERSET FAMILY HEALTH,32674099,12779.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,32769330,12838.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SK GILL,32769360,12841.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,32769408,12926.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,32674089,12993.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,32769336,13001.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,32769354,13048.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,32769330,13054.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,32785013,13233.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,32769311,13293.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KS MEDICAL CENTRE,32769391,13367.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,32674087,13441.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,32769323,13473.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MANDEVILLE MEDICAL CENTRE,32769393,13531.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,32769364,13567.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR VB BHATT,32769372,13568.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,32769307,13610.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,32769354,13660.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NORTHOLT FAMILY PRACTICE,32673807,13730.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR S RADHAKRISHNAN,32769366,14070.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,32769379,14089.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,32769317,14105.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR S GUHA,32769347,14178.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FEATHERSTONE ROAD HEALTH CENTRE,32674093,14303.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R DASOJU & PARTNERS,32769356,14344.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOMERSET MEDICAL CENTRE,32769410,14376.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,32785013,14481.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR M ALZARRAD,32769338,14640.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,32674103,14743.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,32769319,14842.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,32769383,14874.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR B GOHIL,32785001,15237.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,KS MEDICAL CENTRE,32769391,15352.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR SS GORAYA,32769362,15392.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,32769305,15394.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,32769315,15476.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,32769313,15578.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,32769340,15960.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,32674091,15983.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,32674097,15988.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EALING PARK HEALTH CENTRE,32769376,16048.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,32769307,16064.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,32769301,16280.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,HEALTH PROMOTION CENTRE,32769385,16300.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR RC MOORE,32769349,16386.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ISLIP MANOR SURGERY,32769387,16555.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ELMBANK SURGERY,32769374,16713.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,JUBILEE GARDENS MEDICAL CENTRE,32769389,16850.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R SHAH,32785014,16888.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,SUNRISE MEDICAL PRACTICE SOUTHALL,32769397,17649.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,HAMMOND ROAD PRACTICE,32769406,17790.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,32769321,17937.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,Clinical&Medical-Clinical Other,GP FORWARD VIEW,DR N ASGHAR,32769340,18123.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,32769351,18170.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CUCKOO LANE HEALTH CARE LTD,32690283,18320.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,32769299,18512.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,32785016,18872.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,32769297,19098.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,32769395,19300.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR N ISSAC,32769344,19530.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,32769351,19834.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,32769330,20109.0,NWEA 03 - June.pdf.csv,1,
NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,32769323,20426.0,NWEA 03 - June.pdf.csv,1,
