ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,exepnsearea
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR DE KARE SILVER & PTNRS,34660223,1363.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,DR GELLERT & PARTNERS,34660231,1369.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR DE KARE SILVER & PTNRS,34660223,1376.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR R RASOOLY,34660256,1388.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prof fees Prescribing,DR KAMAL & PARTNERS,34660243,1417.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR J KELLERMANN & PARTNERS,34660233,1457.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR M M BAYER & PARTNERS,34680290,1466.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension ERs Adjustments,DR TATE & PARTNERS,34660271,1478.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prof fees Prescribing,PARK ROYAL MEDICAL PRACTICE,34680298,1505.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,PRESTON MEDICAL CENTRE,34664298,1523.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS PCN DES Participation,WEMBLEY PRACTICE (THE),34680297,1536.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR CHANDRASEKARA & PARTNERS,34660227,1548.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,1560.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR ABRAHAMS & PARTNERS,34660213,1603.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR AL KROTOSKY & PTNRS,34660219,1611.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR C NOTANEY & PARTNERS,34660217,1633.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR T PRADHAN & PARTNERS,34660269,1643.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR P JAGADAMBE & DR KHURJEKAR,34680292,1658.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,PRESTON MEDICAL CENTRE,34664298,1736.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR KRAUS & PTNRS,34660248,1743.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Rates,DR AM BURCH & PARTNERS,34660221,1798.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR RAMDAHEN & PARTNERS,34680293,1836.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR JS PATEL & PARTNERS,34660239,1857.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,STAG LANE MEDICAL CENTRE,34661062,1871.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,1884.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,HAZELDENE MEDICAL CENTRE,34660277,1908.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS DES Learn Dsblty Hlth Chk,DR KAMAL & PARTNERS,34660243,1960.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,DR M A KHAN & PARTNERS LONDON,34660250,1969.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,SMS MEDICAL PRACTICE,34660279,1994.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,MAPESBURY MEDICAL GROUP,34664296,2030.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,2040.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR CHANDRASEKARA & PARTNERS,34660227,2040.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,HILLTOP MEDICAL PRACTICE,34660275,2077.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR PB PATEL,34660263,2105.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,DR A SELWYN & PARTNERS,34660215,2181.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR J KELLERMANN & PARTNERS,34660233,2200.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR REDRADO & PARTNERS,34660261,2241.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,PRESTON MEDICAL CENTRE,34664298,2302.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR TATE & PARTNERS,34660271,2346.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prof fees Prescribing,DR P C MEHTA & DR S P MEHTA,34660252,2349.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR M M BAYER & PARTNERS,34680290,2410.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR REDRADO & PARTNERS,34660261,2445.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,BRAMPTON HEALTH CENTRE,34660283,2445.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR P JAGADAMBE & DR KHURJEKAR,34680292,2559.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,TUDOR HOUSE MEDICAL CENTRE,34661056,2593.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR C NOTANEY & PARTNERS,34660217,2615.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR PV KUMAR (GMS),34660265,2648.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,DR M M BAYER & PARTNERS,34680290,2660.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,BRAMPTON HEALTH CENTRE,34660283,2678.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR P CHATLANI,34680291,2706.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR P CHATLANI,34680291,2726.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR CHANDRASEKARA & PARTNERS,34660227,2750.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Actual Rent,HARROW ROAD SURGERY WEMBLEY,34660273,2750.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR ABRAHAMS & PARTNERS,34660213,2782.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR PB PATEL,34660263,2796.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR ZN NAJIM,34660267,2882.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCO Locum Sickness,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,2945.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS OOH Opt Outs,PARK ROYAL MEDICAL PRACTICE,34680298,2945.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR DE KARE SILVER & PTNRS,34660223,2986.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,HARROW ROAD SURGERY WEMBLEY,34660273,3025.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCO Locum Adop/Pat/Mat,DR AL KROTOSKY & PTNRS,34660219,3060.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS OOH Opt Outs,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34680296,3067.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR P JAGADAMBE & DR KHURJEKAR,34680292,3091.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,LANCELOT MEDICAL CENTRE,34660289,3118.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME - GMS GP Prior Year ERs,DR KRAUS & PTNRS,34660248,3236.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,DR P C MEHTA & DR S P MEHTA,34660252,3238.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS OOH Opt Outs,BURNLEY PRACTICE (AT MEDICS LTD),34680295,3255.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,DR KAMAL & PARTNERS,34660243,3301.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,DR PV KUMAR (GMS),34660265,3330.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR REDRADO & PARTNERS,34660261,3345.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR T PRADHAN & PARTNERS,34660269,3385.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,DR AM BURCH & PARTNERS,34660221,3430.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME - GMS GP Prior Year ERs,DR M A KHAN & PARTNERS LONDON,34660250,3456.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR CHANDRASEKARA & PARTNERS,34660227,3462.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Other Addtl Staff Paymts,DR RAMDAHEN & PARTNERS,34680293,3468.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prof fees Prescribing,DR A SELWYN & PARTNERS,34660215,3492.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR JAYAKUMAR & PARTNER,34660237,3598.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,HAZELDENE MEDICAL CENTRE,34660277,3615.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,DR KRAUS & PTNRS,34660248,3648.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,FREUCHEN MEDICAL CENTRE,34661059,3689.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,DR PV KUMAR (GMS),34660265,3769.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR R RASOOLY,34660256,3786.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,3844.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Prem Rates,WEMBLEY PRACTICE (THE),34680297,3860.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR M A KHAN & PARTNERS LONDON,34660250,3968.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR J KELLERMANN & PARTNERS,34660233,4046.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,STAG - HOLLYROOD PRACTICE,34660281,4102.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,SUDBURY & ALPERTON MEDICAL,34660287,4118.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR AL KROTOSKY & PTNRS,34660219,4161.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS OOH Opt Outs,WEMBLEY PRACTICE (THE),34680297,4189.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR J KELLERMANN & PARTNERS,34660233,4216.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,CHALKHILL FAMILY PRACTICE,34660285,4251.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,STAG LANE MEDICAL CENTRE,34661062,4259.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR K N BALAN,34660241,4289.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,WEMBLEY PRACTICE (THE),34680297,4298.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR JS PATEL & PARTNERS,34660239,4341.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,MAPESBURY MEDICAL GROUP,34664296,4362.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,BURNLEY PRACTICE (AT MEDICS LTD),34680295,4387.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR P C MEHTA & DR S P MEHTA,34660252,4438.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,STAG - HOLLYROOD PRACTICE,34660281,4452.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,FREUCHEN MEDICAL CENTRE,34661059,4470.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,FREUCHEN MEDICAL CENTRE,34661059,4483.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34680296,4499.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,SUDBURY & ALPERTON MEDICAL,34660287,4500.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR KAMAL & PARTNERS,34660243,4527.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,WEMBLEY PRACTICE (THE),34680297,4583.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR JAYAKUMAR & PARTNER,34660237,4599.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,SUDBURY & ALPERTON MEDICAL,34660287,4617.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR J SALINSKY & PTNRS,34660235,4618.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,BURNLEY PRACTICE (AT MEDICS LTD),34680295,4625.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Clinical Director,DR TATE & PARTNERS,34660271,4640.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,PARK ROYAL MEDICAL PRACTICE,34680298,4645.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Rates,DR A SELWYN & PARTNERS,34660215,4653.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,HARROW ROAD SURGERY WEMBLEY,34660273,4711.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR AM BURCH & PARTNERS,34660221,4831.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Other Addtl Staff Paymts,DR M M BAYER & PARTNERS,34680290,4887.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,CHALKHILL FAMILY PRACTICE,34660285,4906.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34680296,4964.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR M M BAYER & PARTNERS,34680290,5057.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR TATE & PARTNERS,34660271,5063.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Prem Rates,BURNLEY PRACTICE (AT MEDICS LTD),34680295,5076.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,SMS MEDICAL PRACTICE,34660279,5153.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,MAPESBURY MEDICAL GROUP,34664296,5175.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,HARROW ROAD SURGERY WEMBLEY,34660273,5272.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR E KONG & C EVBUOMWAN,34660225,5411.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,PRESTON MEDICAL CENTRE,34664298,5424.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR C NOTANEY & PARTNERS,34660217,5439.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,DR GELLERT & PARTNERS,34660231,5488.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR PV KUMAR (GMS),34660265,5554.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,SMS MEDICAL PRACTICE,34660279,5712.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR R RASOOLY,34660256,5733.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR K N BALAN,34660241,5800.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR ZN NAJIM,34660267,5800.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Other Addtl Staff Paymts,FREUCHEN MEDICAL CENTRE,34661059,5912.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR J SALINSKY & PTNRS,34660235,5992.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR KRAUS & PTNRS,34660248,6028.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR AL KROTOSKY & PTNRS,34660219,6094.0,NWBR 08 - November.pdf.csv,1,
