supplier,date,expensearea,expensetype,transactionnumber,amount,file,negative
Nhs Professionals Ltd,14/01/2021,Day Surgery Unit,Bank A&C - Band 2,1464644,18413.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Day Surgery Unit,Bank A&C - Band 2,1464644,26854.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Day Surgery Unit,Bank A&C - Band 2,1464644,48031.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Day Surgery Unit,Bank A&C - Band 2,1464644,25402.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Day Surgery Unit,Bank A&C - Band 2,1464644,99135.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Day Surgery Unit,Bank A&C - Band 2,1464644,34997.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Day Surgery Unit,Bank A&C - Band 2,1464644,38321.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,2189.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,11132.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,3674.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,3358.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,2548.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,824.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,2523.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,5596.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,1780.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,47554.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,910.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,3399.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,33496.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,34340.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,11313.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,19502.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,17251.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,5384.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,7433.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,20382.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,31348.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,47411.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,20966.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,97577.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,50817.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,37049.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,1833.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,1255.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,9312.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,4552.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,4171.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,3341.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,696.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,5031.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,3175.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,1985.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,38823.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,1296.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,3048.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,34754.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,30989.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,7603.0,CROY 10 - January.csv,1
Nhs Professionals Ltd,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,13268.0,CROY 10 - January.csv,1
Paul Hartmann Ltd,27/01/2021,Continence Advisor,Incontinence & Stoma Products,1450170,53578.0,CROY 10 - January.csv,1
Philips Healthcare,21/01/2021,Corona Virus,Medical & Surgical Equip Gen,1465457,26082.0,CROY 10 - January.csv,1
Primary Care Partners Ltd,27/01/2021,E.D. / Ucc - Adults,At Medics,1453351,35860.0,CROY 10 - January.csv,1
Primary Care Partners Ltd,27/01/2021,E.D. / Ucc - Adults,At Medics,1460198,28545.0,CROY 10 - January.csv,1
Rme Services Ltd,27/01/2021,Swl Vaccine Programme,Building External Contract,1466821,61622.0,CROY 10 - January.csv,1
Roche Products Ltd,27/01/2021,Pharmacy- Drugs Issues,Drugs,1466871,36558.0,CROY 10 - January.csv,1
Sectra Ltd,21/01/2021,Application Support,Computer - Maint & Licences,1464678,87360.0,CROY 10 - January.csv,1
Shinetech Europe Ltd,14/01/2021,Swl Vaccine Programme,Professional Fees,1464152,41700.0,CROY 10 - January.csv,1
Softcat Ltd,21/01/2021,Application Support,Computer Software - Purchases,1453764,83234.0,CROY 10 - January.csv,1
Solutions Asset Finance Ltd,07/01/2021,Bed & Mattress Maint (Hil-Rom),Bed Hire,1460859,50915.0,CROY 10 - January.csv,1
Solutions Asset Finance Ltd,27/01/2021,Bed & Mattress Maint (Hil-Rom),Bed Hire,1466289,50915.0,CROY 10 - January.csv,1
Supply Chain Coordination Ltd Consumables 101,07/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1462419,121259.0,CROY 10 - January.csv,1
Supply Chain Coordination Ltd Consumables 101,07/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1462603,135503.0,CROY 10 - January.csv,1
Supply Chain Coordination Ltd Consumables 101,07/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1462605,142219.0,CROY 10 - January.csv,1
Supply Chain Coordination Ltd Consumables 101,07/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1462609,91411.0,CROY 10 - January.csv,1
Supply Chain Coordination Ltd Consumables 101,21/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1464215,212393.0,CROY 10 - January.csv,1
Supply Chain Coordination Ltd Consumables 101,27/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1465701,223206.0,CROY 10 - January.csv,1
Total Gas & Power,27/01/2021,Energy - Cuh,Gas,1466566,106137.0,CROY 10 - January.csv,1
Troup Bywaters And Anders,14/01/2021,Balance Sheet,Additions - Assets Under Const,1463397,50000.0,CROY 10 - January.csv,1
Advanced Business Solutions,01/02/2021,Financial Systems,Pc Software Maintenance,1468213,266891.0,CROY 11 - February.csv,1
Advanced Business Solutions,01/02/2021,Financial Systems,Pc Software Maintenance,1468214,49704.0,CROY 11 - February.csv,1
Apogee Corporation,24/02/2021,It System Support,Photocopying/Xerox,1466204,49752.0,CROY 11 - February.csv,1
Bac Enterprises Ltd,18/02/2021,Swl Vaccine Programme,Building External Contract,1469485,50526.0,CROY 11 - February.csv,1
Bovingdons Catering Ltd - Nonsuch Mansion,11/02/2021,Swl Vaccine Programme,Building External Contract,1469637,81095.0,CROY 11 - February.csv,1
Carrier Rental Systems T/A Watkins Hire Ltd,04/02/2021,Swl Vaccine Programme,Building External Contract,1467866,27060.0,CROY 11 - February.csv,1
Cerner Ltd,11/02/2021,Application Support,Cerner Millenium Ann Support,1468340,209483.0,CROY 11 - February.csv,1
Cinos Ltd,24/02/2021,Corona Virus,Carriage Charge,1457236,43600.0,CROY 11 - February.csv,1
Communitas Clinics Ltd,24/02/2021,Ent - Medical,Contract External,1472011,51664.0,CROY 11 - February.csv,1
Edf Energy,18/02/2021,Energy - Cuh,Electricity,1470226,37484.0,CROY 11 - February.csv,1
Esteem Systems Ltd,24/02/2021,It System Support,Computer - Maint & Licences,1471967,36116.0,CROY 11 - February.csv,1
Exponential-E Limited,11/02/2021,It System Support,Computer - Maint & Licences,1452242,29328.0,CROY 11 - February.csv,1
Exponential-E Limited,11/02/2021,It System Support,Computer - Maint & Licences,1468752,29328.0,CROY 11 - February.csv,1
G4s Facilities Management (Uk) Ltd,18/02/2021,Domestic Contract,Contract - Domestic,1467218,578255.0,CROY 11 - February.csv,1
Gray Dungate Poole Ltd,04/02/2021,Balance Sheet,Additions - Assets Under Const,1465881,36912.0,CROY 11 - February.csv,1
Hats Group Ltd,11/02/2021,Patient Transport,Patient Non Emerg. Transport,1469486,81330.0,CROY 11 - February.csv,1
Huntleigh Healthcare Ltd,18/02/2021,Balance Sheet,Additions - Plant & Machinery,1468029,99790.0,CROY 11 - February.csv,1
Huntleigh Healthcare Ltd,18/02/2021,Balance Sheet,Additions - Plant & Machinery,1468195,64930.0,CROY 11 - February.csv,1
Igloos Ltd,04/02/2021,Swl Vaccine Programme,Building External Contract,1468150,39324.0,CROY 11 - February.csv,1
Keystream Healthcare Resources Limited,04/02/2021,Corona Virus,Staff Consultancy & Support,1458776,25650.0,CROY 11 - February.csv,1
Keystream Healthcare Resources Limited,04/02/2021,Corona Virus,Staff Consultancy & Support,1459894,37800.0,CROY 11 - February.csv,1
Komfort Services,18/02/2021,Swl Vaccine Programme,Medical & Surgical Equip Gen,1470784,27842.0,CROY 11 - February.csv,1
Laborie Medical Tech Europe Ltd,18/02/2021,Balance Sheet,Additions - Plant & Machinery,1469189,39474.0,CROY 11 - February.csv,1
Lloyds Pharmacy Ltd,04/02/2021,Pharmacy- Drugs Issues,Rates,1447035,149081.0,CROY 11 - February.csv,1
Lloyds Pharmacy Ltd,18/02/2021,Pharmacy- Drugs Issues,Drugs,1468756,258514.0,CROY 11 - February.csv,1
Logan Construction (South-East ) Limited			,24/02/2021,Balance Sheet,Additions - Assets Under Const,1471632,68549.0,CROY 11 - February.csv,1
Maguire Brothers,04/02/2021,Balance Sheet,Additions - Assets Under Const,1467182,35654.0,CROY 11 - February.csv,1
Medica Reporting Ltd (Medica Group),18/02/2021,Radiology - Medical,Fees For Medical Reports,1464093,36091.0,CROY 11 - February.csv,1
Medilink Consulting Ltd,18/02/2021,Cardiology - Medical-Cbu2,Agency Consultant (Medical),1470919,30503.0,CROY 11 - February.csv,1
Multitone Electronics Plc,11/02/2021,It System Support,Telephone / Pager,1458941,45353.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1467678,21416.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1467678,36366.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1467678,2905.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1467678,1680.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1467678,6145.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1467678,15060.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1467678,31992.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1467498,26882.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1467498,26508.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1467498,47066.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1467498,14674.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1467498,27320.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1467498,10908.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1467498,10486.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1467498,47408.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1467498,38353.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1467498,96737.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1468588,35732.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1468588,30504.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1468588,51732.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1468588,19726.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1468588,21924.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1468588,7081.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1468588,11281.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1468588,45538.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1468588,41328.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Day Surgery Unit,Bank A&C - Band 2,1468588,109166.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1469502,34803.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1469502,40751.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1469502,4499.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1469502,952.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1469502,6140.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1469502,24117.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1469502,35263.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,550.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,35256.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,26048.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,60935.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,18987.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,26209.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,7622.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,7456.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,48791.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,43606.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Day Surgery Unit,Bank A&C - Band 2,1469504,105471.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1470820,35113.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1470820,37607.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1470820,6061.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1470820,294.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1470820,8344.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1470820,20379.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1470820,29417.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Bank A&C - Band 2,1470826,36816.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Bank A&C - Band 2,1470826,26753.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Bank A&C - Band 2,1470826,63899.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Bank A&C - Band 2,1470826,14733.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Bank A&C - Band 2,1470826,21719.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Bank A&C - Band 2,1470826,10593.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Bank A&C - Band 2,1470826,11033.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Bank A&C - Band 2,1470826,57406.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Bank A&C - Band 2,1470826,47473.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Day Surgery Unit,Bank A&C - Band 2,1470826,112493.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1471897,65.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1471897,46598.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1471897,37168.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1471897,5492.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1471897,1460.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1471897,6932.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1471897,19509.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Agency Nurse - Band 6,1471897,29650.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Bank A&C - Band 2,1472358,32775.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Bank A&C - Band 2,1472358,32470.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Bank A&C - Band 2,1472358,68016.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Bank A&C - Band 2,1472358,20275.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Bank A&C - Band 2,1472358,21982.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Bank A&C - Band 2,1472358,8661.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Bank A&C - Band 2,1472358,10288.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Bank A&C - Band 2,1472358,60200.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Bank A&C - Band 2,1472358,41913.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,24/02/2021,Day Surgery Unit,Bank A&C - Band 2,1472358,115539.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Nurse - Band 2,1467499,412.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Nurse - Band 2,1467499,9586.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Nurse - Band 2,1467499,3245.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Nurse - Band 2,1467499,3049.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Nurse - Band 2,1467499,2148.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Nurse - Band 2,1467499,10983.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Nurse - Band 2,1467499,1818.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Nurse - Band 2,1467499,2541.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Nurse - Band 2,1467499,1374.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Nurse - Band 2,1467499,2938.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Odp Band 6,1468593,412.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Odp Band 6,1468593,9577.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Odp Band 6,1468593,4705.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Odp Band 6,1468593,4220.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Odp Band 6,1468593,1316.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Odp Band 6,1468593,13245.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Odp Band 6,1468593,2011.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Odp Band 6,1468593,7116.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Odp Band 6,1468593,10497.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,04/02/2021,Main Theatres 1-8,Bank Odp Band 6,1468593,9695.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Main Theatres 1-8,Bank Odp Band 6,1469553,550.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Main Theatres 1-8,Bank Odp Band 6,1469553,8316.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Main Theatres 1-8,Bank Odp Band 6,1469553,4142.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Main Theatres 1-8,Bank Odp Band 6,1469553,2850.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Main Theatres 1-8,Bank Odp Band 6,1469553,2656.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Main Theatres 1-8,Bank Odp Band 6,1469553,19074.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Main Theatres 1-8,Bank Odp Band 6,1469553,632.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Main Theatres 1-8,Bank Odp Band 6,1469553,4751.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Main Theatres 1-8,Bank Odp Band 6,1469553,4889.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,11/02/2021,Main Theatres 1-8,Bank Odp Band 6,1469553,5025.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Macmillan Information Centre,Bank A&C - Band 4,1470839,824.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Macmillan Information Centre,Bank A&C - Band 4,1470839,6807.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Macmillan Information Centre,Bank A&C - Band 4,1470839,2369.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Macmillan Information Centre,Bank A&C - Band 4,1470839,3070.0,CROY 11 - February.csv,1
Nhs Professionals Ltd,18/02/2021,Macmillan Information Centre,Bank A&C - Band 4,1470839,21327.0,CROY 11 - February.csv,1
