Department,Entity,Date,Expense Type,Expense Area,Supplier,Amount
Department of Health,NHS South West London CCG,31/07/2020,legal fees,NON RECURRENT RESERVE,CAPSTICKS SOLICITORS LLP,"30,000.00"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Learning Disab(<65),CHC AD FULL FUND PERS HLTH BUD,YOUNG EPILEPSY,"30,247.17"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PATEL D & PARTNERS,"30,595.11"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"30,776.75"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,CYGNET HEALTHCARE LTD,"30,787.75"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR R DABO,"30,835.56"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR TC MOHAN,"30,916.76"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,"30,949.40"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,"31,114.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KUDRA AP,"31,202.40"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,LD CARE,"31,395.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HAIDER PRACTICE,"31,478.54"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,A HAFEEZ,"31,590.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PRACTICE FURZEDOWN,"31,777.90"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,REGARD PARTNERSHIP LTD,"31,818.68"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,PARKHILL SUPPORT SERVICES LTD,"31,836.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHURCHILL MEDICAL CENTRE,"31,922.78"
Department of Health,NHS South West London CCG,31/07/2020,Oth Travel Costs-Patient Transport,PATIENT TRANSPORT,HATS GROUP LTD,"31,977.70"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,LONDON PARAMOUNT CARE LTD,"32,000.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR B NAHA,"32,488.48"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,CHC AD FULL FUND PERS HLTH BUD,ACHIEVING FOR CHILDREN LTD,"32,815.17"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Devolved Admin'n,NCAS/OATS,TAYSIDE NHS BOARD,"33,166.00"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"33,656.57"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec NHS Trust-Prior Year,NCAS/OATS,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,"34,301.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR GARDINER & PARTNER,"34,417.75"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,FUNDED NURSING CARE,LONDON RESIDENTIAL HEALTHCARE LTD,"34,428.55"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR N SORNALINGAM & PARTNERS,"34,676.45"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Clinical Other,PRIMARY CARE DEVELOPMENT,EAST BERKSHIRE PRIMARY CARE(OOHS),"34,880.32"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR N VAJPEYI,"35,099.74"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec NHS Trust-Non Contract,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,WEST LONDON MENTAL HEALTH NHS TRUST,"35,175.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,VILLAGE SURGERY NEW MALDEN,"35,663.64"
Department of Health,NHS South West London CCG,31/07/2020,Taxi Travel,PATIENT TRANSPORT,OLYMPIC SOUTH LTD T/A HATS GROUP,"35,910.16"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,VINEYARD SURGERY,"36,132.99"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,LONDONWIDE LMCS,"36,139.00"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,TRELOAR TRUST,"36,164.24"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"36,333.82"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,M N BAIG,"36,584.28"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,FUNDED NURSING CARE,CARE UK COMMUNITY PARTNERSHIPS LTD,"36,768.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR Z GHUFOOR & PARTNER,"36,835.15"
Department of Health,NHS South West London CCG,31/07/2020,Hlthcre-Foundation Trsts,COLLABORATIVE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"37,253.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR E KATAY & PARTNERS,"37,473.66"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,SUTTON TRAINING HUB,"37,785.35"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,CHILD AND ADOLESCENT MENTAL HEALTH,CROYDON DROP IN,"38,738.75"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"38,911.03"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,"39,109.69"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HACKBRIDGE MEDICAL CENTRE,"39,465.39"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,TRINITY COURT NURSING HOME,"39,497.14"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR G S GOEL,"39,625.41"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,FUNDED NURSING CARE,PARKVIEW NURSING HOME,"39,719.64"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,"39,800.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,T KEYAMO,"40,388.80"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR BAKARE,"41,121.46"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Voluntary Sector,MENTAL HEALTH SERVICES - OLDER PEOPLE,ALZHEIMERS SOCIETY,"41,333.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,A F FROLEY,"41,541.81"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,"41,842.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR PARVIN BHATIA,"41,918.06"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,"41,929.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR COLLINS & PARTNERS,"41,936.44"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR PUVINATHAN,"42,085.56"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,"42,100.00"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,"42,100.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,PROGRAMME PROJECTS,CROYDON GP COLLABORATIVE LTD,"42,104.37"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,PROGRAMME PROJECTS,CROYDON GP COLLABORATIVE LTD,"42,104.37"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR S E RAMSBOTHAM,"42,274.86"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DENMARK ROAD SURGERY,"42,562.44"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,LRH HOMES,"42,722.06"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,YOUNG EPILEPSY,"42,819.52"
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EDRIDGE ROAD COMMUNITY HEALTH CENTRE,"43,124.71"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,NHS 111,VOCARE LTD,"43,125.00"
Department of Health,NHS South West London CCG,31/07/2020,PO receipt accrual < 1 yr,BALANCE SHEET,CURRENT HEALTH LTD,"43,200.00"
Department of Health,NHS South West London CCG,31/07/2020,PO receipt accrual < 1 yr,BALANCE SHEET,CURRENT HEALTH LTD,"43,200.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LONDON ROAD MEDICAL PRACTICE,"43,235.94"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR FREEMAN & PARTNERS,"43,390.34"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Voluntary Sector,COMMISSIONING - NON ACUTE,MARIE STOPES INTERNATIONAL,"43,921.00"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Children,CHILDREN'S CONTINUING CARE,CHILDRENS TRUST (THE),"44,051.00"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"44,144.20"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Mental Health (65+),CHC ADULT FULLY FUNDED,ST JUDES NURSING HOME,"44,191.36"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Clinical Other,COMMISSIONING SCHEMES,KINGSTON GP CHAMBERS,"44,622.17"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Clinical Other,PRIMARY CARE DEVELOPMENT,KINGSTON GP CHAMBERS,"44,647.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,NON RECURRENT PROGRAMMES,WANDSWORTH CARE ALLIANCE,"45,000.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR J W GILLGRASS & PARTNERS,"45,489.30"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Learning Disab(<65),CHC AD FULL FUND PERS HLTH BUD,YOUNG EPILEPSY,"45,789.66"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHRISTIE CL & PARTNERS,"45,819.76"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,"46,395.49"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR A DITRI & PARTNERS,"47,254.71"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,BUPA CARE HOMES,"47,976.92"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec NHS Trust-Prior Year,NON RECURRENT PROGRAMMES,SURREY AND SUSSEX HEALTHCARE NHS TRUST,"48,168.97"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR NORRIS,"48,248.57"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,"48,385.35"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,CHC AD FULL FUND PERS HLTH BUD,ACHIEVING FOR CHILDREN LTD,"48,473.18"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR V P SHAH & PARTNERS,"48,579.88"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROWANS SURGERY (THE),"48,682.45"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHANG & PARTNERS,"48,762.73"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR K BEGG,"48,843.05"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR S E RAMSBOTHAM,"49,336.79"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"49,671.97"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,P L BOWEN,"49,991.60"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BARUCH & PARTNERS,"50,179.96"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR P P CHARLTON & PARTNERS,"50,538.20"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,JOHAL & PARTNERS,"50,932.96"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,JUBILEE SURGERY(THE),"51,066.97"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"51,275.39"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LEANDER ROAD SURGERY,"51,496.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KUMAR & PARTNERS,"51,769.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CHS HEALTHCARE,"51,864.54"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CHS HEALTHCARE,"51,864.54"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"52,272.17"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR M GRAHAM,"52,364.60"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,EAST BERKSHIRE PRIMARY CARE(OOHS),"52,370.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PARCHMORE MEDICAL CENTRE,"52,565.48"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,QUEENHILL MEDICAL PRACTICE,"52,586.98"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Clinical Other,PRIMARY CARE DEVELOPMENT,LOCATION MEDICAL SERVICES LTD,"52,623.88"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SMITH C J & PARTNERS,"52,975.39"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,"53,184.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR ATTARD & OJO,"53,480.58"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,COUNTRY PARK PRACTICE,"53,576.16"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,SUNRISE SENIOR LIVING,"53,599.66"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,MARIA MALLABAND CARE GROUP,"53,652.18"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MAYFIELD SURGERY,"54,198.62"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR WILCOCK & PARTNERS,"54,396.61"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AUCKLAND SURGERY,"54,471.49"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LANGLEY MEDICAL PRACTICE,"54,472.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,QUEENSTOWN ROAD MEDICAL PRACTICE,"54,598.83"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,CHC AD FULL FUND PERS HLTH BUD,ACHIEVING FOR CHILDREN LTD,"55,375.13"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DRS CUTTING KHAN & SHEYIN,"55,916.01"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,DR K BEGG,"56,000.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,PRIMARY CARE INVESTMENTS,SUTTON GP SERVICES LTD,"56,270.04"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,CHARTFIELD SURGERY,"56,931.37"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST PAULS COTTAGE,"57,070.94"
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROWANS SURGERY (THE),"57,213.09"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"57,344.46"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,PRIMARY CARE INVESTMENTS,SUTTON GP SERVICES LTD,"57,889.34"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,LD CARE,"57,928.01"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHIRLEY MEDICAL CENTRE,"58,597.94"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ACORN GROUP PRACTICE,"58,682.38"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Voluntary Sector,HOSPICES,PRINCESS ALICE HOSPICE,"58,938.75"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,SIMPSON MILLAR LLP SOLICITORS,"59,123.48"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ORCHARD PRACTICE,"59,924.48"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"60,425.64"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CENTRAL MEDICAL CENTRE,"60,442.96"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,VOCARE LTD,"60,561.60"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Mental Health (65+),CHC ADULT FULLY FUNDED,CLAREMONT CARE SERVICES LTD,"60,889.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR A J FREE,"61,021.90"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,K KO,"61,183.54"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WIMBLEDON MEDICAL CENTRE,"61,394.05"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NCAS/OATS,ASHFORD & ST PETERS HOSPITALS NHSFT,"61,630.00"
Department of Health,NHS South West London CCG,31/07/2020,Hlthcre-Foundation Trsts,CHILDREN SERVICES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"62,007.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARE UK CLINICAL SERVICES LTD,"62,113.07"
Department of Health,NHS South West London CCG,31/07/2020,Hlthcre-Foundation Trsts,QUALITY PREMIUM PROGRAMME,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"62,265.00"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"62,655.42"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STENT & PARTNERS,"62,979.56"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,LD CARE,"63,135.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STONECOT SURGERY,"63,490.01"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR B NAHA,"63,816.94"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,JAMES O`RIORDAN MEDICAL CENTRE(THE),"64,142.81"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"64,773.81"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR M SHIRAZ,"65,087.14"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"65,782.82"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,TRINITY MEDICAL CENTRE LONDON,"65,929.40"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,SURREY & BORDERS PARTNERSHIP NHS FOUNDATION TRUST,"66,100.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,B HUDSON,"66,185.90"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,"66,453.92"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,LONDONWIDE LMCS,"66,489.00"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Children,CHILDREN'S CONTINUING CARE PERSONAL HEALTH BUDGETS,WANDSWORTH COUNCIL,"66,490.84"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR A THURAIRATNAM,"66,739.22"
