Department Family,Entity,Expense Type,Expense Area,Supplier,Amount
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35293856,"36,142.80"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293856,"1,550.44"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293856,"4,212.12"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293856,"1,213.05"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293856,"3,002.49"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35293857,"-4,889.64"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,35293857,-724.58
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293857,-78.76
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35293857,"-2,434.70"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35293857,"-5,058.25"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293857,"-1,779.53"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,35293857,-35.41
Department of Health,NHS South East London CCG31/01/2021,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,35293857,-450
Department of Health,NHS South East London CCG31/01/2021,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,35293857,"-4,667.16"
Department of Health,NHS South East London CCG31/01/2021,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,35293857,"-5,458.35"
Department of Health,NHS South East London CCG31/01/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,35293858,292.5
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293858,"2,259.81"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35293858,"9,786.27"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35293858,"91,863.59"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293858,"3,929.68"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293858,"10,754.60"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,35293858,"13,494.46"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35293858,"4,862.78"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35293858,"10,116.75"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293858,"3,562.10"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,35293858,"1,817.82"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,35293858,"15,422.79"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35293858,"5,898.25"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293858,"1,006.19"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,35293858,44.95
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293858,555.16
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293858,"7,429.37"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35293860,"3,350.45"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35293860,"79,024.25"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293860,"19,541.71"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35293860,"9,137.34"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293860,"3,023.61"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293860,"2,976.17"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293860,"4,824.54"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293860,"7,601.37"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293862,"9,093.37"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35293862,"80,265.35"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293862,"3,409.75"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293862,"9,302.88"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293862,"3,109.29"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35293862,"7,133.33"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293862,"3,591.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293862,"1,737.98"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293862,"7,922.51"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35293864,"40,587.03"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293864,"1,722.12"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293864,"4,701.84"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293864,"1,559.41"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35293864,"2,912.17"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293864,"1,517.79"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,35293864,29.22
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293864,"2,796.73"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35293867,"47,671.51"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293867,"2,033.21"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293867,"5,587.21"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293867,"1,711.98"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35293867,904.17
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35293867,"1,916.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293867,817.53
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293867,"3,042.81"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35293868,-48.66
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,35293868,-572.04
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293868,"-1,528.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35293868,"-15,477.14"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293868,-415.83
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,35293868,-27.96
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,35293868,"-4,016.32"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35293868,"-4,278.12"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35293869,"3,350.92"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35293869,"78,216.91"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293869,"22,212.81"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35293869,"9,152.15"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293869,"3,059.94"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,35293869,"7,006.08"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35293869,"23,215.97"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293869,"1,403.44"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293869,"5,184.81"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293869,"8,352.46"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293871,"2,561.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35293871,"38,568.85"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293871,"1,653.72"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293871,"4,534.01"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293871,"1,477.74"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35293871,"3,845.83"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293871,392.34
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293871,"3,407.77"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35293873,"2,077.22"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35293873,"48,870.19"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35293873,"5,643.22"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293873,"1,833.80"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35293873,"2,941.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293873,"1,205.92"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293873,"4,104.50"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293875,"1,684.62"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35293875,"29,024.61"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293875,"1,259.39"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293875,"3,777.47"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293875,"1,264.54"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35293875,"2,066.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293875,"1,704.92"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293875,277.58
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293875,"2,751.43"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35293877,"2,154.28"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35293877,"50,922.32"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293877,"7,029.50"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35293877,"5,877.09"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293877,"1,933.04"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35293877,"11,435.50"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293877,"3,441.02"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,35293877,92.09
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293877,"1,321.16"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293877,"4,293.62"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293879,"1,680.73"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35293879,"25,203.46"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293879,"1,059.72"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293879,"2,878.95"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293879,940.44
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35293879,"2,500.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35293879,"2,500.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293879,"1,320.27"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,35293879,26.01
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293879,330.96
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293879,"2,251.71"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293881,"4,500.78"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35293881,"37,989.38"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293881,"1,613.69"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293881,"4,398.94"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293881,"1,437.10"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35293881,"2,425.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293881,"1,060.38"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293881,"1,174.36"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293881,"3,797.33"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35293883,"2,947.62"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35293883,"69,079.41"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293883,"19,310.01"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35293883,"8,007.87"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293883,"2,635.40"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35293883,"3,066.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293883,"2,099.96"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293883,"4,983.65"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293883,"6,856.31"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293885,"4,367.89"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35293885,"69,701.51"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293885,"2,959.20"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293885,"8,039.32"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293885,"2,625.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35293885,"2,125.84"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293885,656.59
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293885,"6,277.95"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35293887,"2,600.37"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35293887,"60,970.16"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293887,"1,646.26"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35293887,"7,064.46"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293887,"2,066.46"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293887,448.39
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293887,"4,523.41"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35293888,"-32,397.59"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293888,-542.43
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35293888,"-16,131.77"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35293888,"-33,514.77"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293888,-582.02
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,35293888,-3.26
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,35293888,-66.6
Department of Health,NHS South East London CCG31/01/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,35293888,"-1,469.85"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35293888,"-1,161.12"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,35293888,"-2,179.37"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35293888,"-5,796.69"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,35293888,-725.7
Department of Health,NHS South East London CCG31/01/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,35293889,"13,447.50"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35293889,"1,652.52"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35293889,"32,397.59"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35293889,"1,084.96"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,35293889,"22,140.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35293889,"2,420.17"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35293889,"16,131.77"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35293889,"33,514.77"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293889,582.02
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35293889,"22,668.92"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35293889,"1,468.51"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35293889,"31,716.88"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35293889,"15,727.38"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35293889,"32,765.39"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293889,583.01
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35293889,344.3
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35293891,"1,799.19"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35293891,"43,091.06"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35293891,"4,887.90"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35293891,"1,205.87"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35293891,"2,318.10"
Department of Health,NHS South East London CCG31/01/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,35293893,"2,242.50"
