Department,CCG,Date,Expense Type,Exepense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR WM MOUSTAFA,34614625,"21,706.98"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR H NAY LIN,34616751,"22,580.28"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,34614556,"22,901.70"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SOMERSET FAMILY HEALTH,34516359,"23,213.05"
Department of Health,NHS Ealing CCG,30/11/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,34591591,"23,223.28"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GORDON HOUSE SURGERY,34614638,"23,266.65"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SHC VALENTINE,34614615,"23,436.54"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR N ISSAC,34614599,"24,350.02"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,34614584,"24,663.67"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Commercial Sector,PLANNED CARE,SPECSAVERS HEARCARE LTD,34569645,"25,040.58"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,34614548,"25,756.39"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34438974,"26,971.76"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34438992,"26,971.76"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34438958,"27,114.44"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34438967,"27,114.44"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,FRESENIUS KABI LTD,34546231,"27,140.25"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,34516349,"27,826.78"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,DIMENSIONS (UK) LTD,34552423,"27,828.68"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,DIMENSIONS (UK) LTD,34552424,"27,828.68"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,HAMPSHIRE AUTISTIC SOCIETY,34546269,"27,974.40"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34438930,"28,075.55"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34438943,"28,075.55"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34438950,"28,075.55"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,34614586,"28,125.00"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34438998,"28,305.83"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439010,"28,305.83"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439023,"28,305.83"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439055,"28,305.83"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439067,"28,305.83"
Department of Health,NHS Ealing CCG,30/11/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,RUISLIP CARE HOME LTD,34686132,"28,918.57"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,34614580,"29,566.16"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHISWICK FAMILY PRACTICE,34614662,"29,756.02"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34439214,"29,834.30"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34439230,"29,834.30"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34439245,"29,834.30"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34439257,"29,834.30"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34439337,"29,834.30"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34439356,"29,834.30"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEALTH PROMOTION CENTRE,34614644,"30,015.62"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,FRESENIUS KABI LTD,34546230,"30,067.02"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439078,"30,340.31"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439083,"30,340.31"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439098,"30,340.31"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439140,"30,340.31"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439148,"30,340.31"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SS GORAYA,34614619,"31,148.82"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439070,"31,192.02"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,FRESENIUS KABI LTD,34546234,"31,223.90"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34439202,"31,423.79"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34439223,"31,423.79"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34439236,"31,423.79"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34439266,"31,423.79"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR VB BHATT,34614629,"32,005.06"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,34614666,"32,321.52"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ISLIP MANOR SURGERY,34614646,"32,753.70"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439088,"33,145.70"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439093,"33,145.70"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Clinical Other,GENERAL RESERVE - PROGRAMME,WESTSEVEN GP,34451780,"33,156.00"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,34614554,"33,247.95"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SUNRISE MEDICAL PRACTICE SOUTHALL,34614657,"33,376.85"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HAMMOND ROAD PRACTICE,34614664,"33,436.47"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,34614595,"33,442.93"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439102,"33,516.80"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439130,"33,516.80"
Department of Health,NHS Ealing CCG,30/11/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34439158,"33,516.80"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ELMBANK SURGERY,34614631,"33,586.47"
Department of Health,NHS Ealing CCG,30/11/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,34591591,"33,623.88"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR S GUHA,34614603,"33,832.39"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,FRESENIUS KABI LTD,34546235,"33,876.56"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,34614591,"33,963.40"
Department of Health,NHS Ealing CCG,30/11/2020,Seconded-Basic Sal-Staff fm oth org,EQUALITY AND DIVERSITY,LONDON BOROUGH OF EALING,34789599,"34,311.83"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34614672,"34,885.97"
Department of Health,NHS Ealing CCG,30/11/2020,Cont Care-Physical Disab (<65),CHC AD FULL FUND PERS HLTH BUD,CARE IN FINANCE LTD,34639589,"35,000.00"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MANDEVILLE MEDICAL CENTRE,34614652,"35,807.64"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,34614573,"36,939.69"
Department of Health,NHS Ealing CCG,30/11/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,PRIMROSE HOUSE NURSING HOME,34686309,"37,421.43"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,34614578,"38,537.10"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,34614571,"41,375.40"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KS MEDICAL CENTRE,34614650,"41,661.12"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DRS A LEES R NAISH & S BASSI,34614627,"41,999.98"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,34516357,"42,878.03"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,34722991,"43,453.90"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SK GILL,34614617,"44,491.57"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,34614563,"44,906.71"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR R DASOJU & PARTNERS,34614613,"45,494.78"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,34614609,"46,435.67"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Voluntary Sector,PLANNED CARE,MARIE STOPES INTERNATIONAL,34569618,"46,881.00"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,34614550,"47,906.88"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,JUBILEE GARDENS MEDICAL CENTRE,34614648,"48,181.67"
Department of Health,NHS Ealing CCG,30/11/2020,Income tax <1Yr,BALANCE SHEET,HMRC,34591591,"49,052.00"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),34577805,"50,293.20"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,34614575,"52,246.54"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,34614582,"52,709.56"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,34614611,"52,849.27"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,34614545,"54,332.70"
Department of Health,NHS Ealing CCG,30/11/2020,Recharge : Received,PRIMARY CARE IT,NHS BRENT CCG,34495196,"54,552.00"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,34614636,"54,991.58"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR RC MOORE,34614605,"55,893.76"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,34614586,"56,391.19"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,34614560,"56,594.38"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,34614558,"56,683.62"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Commercial Sector,PLANNED CARE,PRACTICE SERVICES LTD (THE),34569666,"56,856.25"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION,34577788,"57,325.44"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,34614567,"59,475.09"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR R SHAH,34614601,"61,332.96"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,34614642,"61,512.45"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,34516351,"63,333.68"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,EALING PARK HEALTH CENTRE,34614633,"64,042.25"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34614552,"65,593.60"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,34614597,"66,810.11"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,FOCUSED HEALTHCARE LTD,34686325,"68,245.51"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,34614621,"70,105.85"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,34614607,"71,147.46"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,34614569,"71,210.10"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,34614654,"75,862.17"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WATERSIDE MEDICAL CENTRE SOUTHALL,34516361,"75,918.74"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE,34577713,"77,553.84"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,34577680,"81,012.57"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,34577659,"87,398.37"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,34516355,"89,701.08"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CUCKOO LANE HEALTH CARE LTD,34516363,"90,087.38"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
FRIMLEY HEALTH NHS FOUNDATION TRUST",34577698,"91,286.25"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,34614638,"94,097.31"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,34614565,"99,121.62"
Department of Health,NHS Ealing CCG,30/11/2020,Recharge : Received,COMMISSIONING - NON ACUTE,NHS BRENT CCG,34495196,"103,360.00"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,34516365,"108,878.48"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,34577780,"117,681.03"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34516347,"130,267.94"
Department of Health,NHS Ealing CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,FEATHERSTONE ROAD HEALTH CENTRE,34516353,"137,496.10"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,GLOBAL DIAGNOSTICS LTD,34569624,"145,336.61"
Department of Health,NHS Ealing CCG,30/11/2020,Cont Care- Children,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,34770194,"150,897.92"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,34577771,"172,195.43"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,34577763,"173,491.38"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,34577705,"187,765.62"
Department of Health,NHS Ealing CCG,30/11/2020,Recharge : Received,EDUCATION AND TRAINING,NHS BRENT CCG,34495196,"259,123.00"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS,34577812,"322,558.29"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,34577671,"339,228.62"
Department of Health,NHS Ealing CCG,30/11/2020,Clinical&Medical-Commercial Sector,URGENT CARE,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,34789601,"357,369.58"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34577749,"909,097.92"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,34577734,"1,260,740.10"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
HILLINGDON HOSPITALS NHS FOUNDATION TRUST",34577796,"2,383,026.46"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION,34577689,"2,515,953.70"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,"NHS TRUST
IMPERIAL COLLEGE HEALTHCARE NHS TRUST",34577722,"7,263,292.02"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,"FOUNDATION TRUST
WEST LONDON NHS TRUST",34577819,"8,220,986.59"
Department of Health,NHS Ealing CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,34577742,"10,032,043.01"
