Date,Expense,Expense area,Supplier,Transaction,amount
4/30/2020,"Disab (65+)
Cont Care-Physical","HLTH BUD
CHC AD FULL FUND PERS",MY SUPPORT MONEY,31833359,"24,213.36"
4/30/2020,"Disab (<65)
Cont Care-Physical","HLTH BUD
CHC AD FULL FUND PERS",MY SUPPORT MONEY,31833359,"24,783.06"
4/30/2020,"Disab (<65)
Rent","HLTH BUD
ESTATES AND FACILITIES",JLL,31848346,"73,750.00"
4/30/2020,Cont Care- Prior,ADULT JOINT FUNDED,LONDON BOROUGH OF BARNET,31860898,"92,150.94"
4/30/2020,"Year Payments
Cont Care- Prior","CONTINUING CARE
ADULT JOINT FUNDED",LONDON BOROUGH OF BARNET,31860909,"96,861.94"
4/30/2020,"Year Payments
Cont Care- Prior","CONTINUING CARE
ADULT JOINT FUNDED",LONDON BOROUGH OF BARNET,31860914,"76,966.94"
4/30/2020,"Year Payments
Cont Care- Prior","CONTINUING CARE
ADULT JOINT FUNDED",LONDON BOROUGH OF BARNET,31860927,"493,956.79"
4/30/2020,"Year Payments
Hcare Srv Rec NHS","CONTINUING CARE
ACUTE COMMISSIONING",WHITTINGTON HOSPITAL NHS TRUST (THE),31876062,"-354,237.38"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31876130,"-516,351.55"
4/30/2020,"Trust-Contract 
Cont Care- Prior",CHC ADULT FULLY FUNDED,SAGE SERVICE TO THE AGED,31876162,"51,240.62"
4/30/2020,"Year Payments
Cont Care- Palliative",CHC ADULT FULLY FUNDED,TWINGLOBE CARE LTD,31886895,"57,948.11"
4/30/2020,"Care
Cont Care-Funded",FUNDED NURSING CARE,TWINGLOBE CARE LTD,31886895,"38,922.07"
4/30/2020,"Nursing Care Allow
Cont Care-Physical",CHC ADULT FULLY FUNDED,TWINGLOBE CARE LTD,31886895,"54,314.05"
4/30/2020,"Disab (65+)
Cont Care-Physical",CHC ADULT FULLY FUNDED,TWINGLOBE CARE LTD,31886895,"52,102.41"
4/30/2020,"Disab (<65)
Apprenticeship Levy",BALANCE SHEET,HMRC,31897659,"1,229.00"
4/30/2020,"Payable
Income tax <1Yr",BALANCE SHEET,HMRC,31897659,"82,785.60"
4/30/2020,Income tax <1Yr-,BALANCE SHEET,HMRC,31897659,"1,253.00"
4/30/2020,"Student Loans
National Insurance <",BALANCE SHEET,HMRC,31897659,"56,605.44"
4/30/2020,"1 yr-NI- ERS
National Insurance <",BALANCE SHEET,HMRC,31897659,"39,456.78"
4/30/2020,"1 yr-NI-EES
Apprenticeship Levy",BALANCE SHEET,HMRC,31897661,"1,796.00"
4/30/2020,"Payable
Income tax <1Yr",BALANCE SHEET,HMRC,31897661,"109,282.99"
4/30/2020,Income tax <1Yr-,BALANCE SHEET,HMRC,31897661,"1,965.00"
4/30/2020,"Student Loans
National Insurance <",BALANCE SHEET,HMRC,31897661,"70,294.75"
4/30/2020,"1 yr-NI- ERS
National Insurance <",BALANCE SHEET,HMRC,31897661,"47,346.95"
4/30/2020,"1 yr-NI-EES
Statutory Mat Pay <",BALANCE SHEET,HMRC,31897661,"-1,719.24"
4/30/2020,"1 yr
Apprenticeship Levy",BALANCE SHEET,HMRC,31897664,911
4/30/2020,"Payable
Income tax <1Yr",BALANCE SHEET,HMRC,31897664,"71,708.40"
4/30/2020,Income tax <1Yr-,BALANCE SHEET,HMRC,31897664,"1,600.00"
4/30/2020,"Student Loans
National Insurance <",BALANCE SHEET,HMRC,31897664,"48,434.89"
4/30/2020,"1 yr-NI- ERS
National Insurance <",BALANCE SHEET,HMRC,31897664,"33,579.92"
4/30/2020,"1 yr-NI-EES
Statutory Mat Pay <",BALANCE SHEET,HMRC,31897664,"-3,449.97"
4/30/2020,"1 yr
Apprenticeship Levy",BALANCE SHEET,HMRC,31897675,345
4/30/2020,"Payable
Income tax <1Yr",BALANCE SHEET,HMRC,31897675,"48,890.80"
4/30/2020,Income tax <1Yr-,BALANCE SHEET,HMRC,31897675,"1,197.00"
4/30/2020,"Student Loans
National Insurance <",BALANCE SHEET,HMRC,31897675,"36,105.63"
4/30/2020,"1 yr-NI- ERS
National Insurance <",BALANCE SHEET,HMRC,31897675,"25,717.92"
4/30/2020,"1 yr-NI-EES
Post Graduate Loan",BALANCE SHEET,HMRC,31897675,175
4/30/2020,"Payable
Statutory Mat Pay <",BALANCE SHEET,HMRC,31897675,"-1,094.32"
4/30/2020,"1 yr
Apprenticeship Levy",BALANCE SHEET,HMRC,31897676,"2,808.00"
4/30/2020,"Payable
Income tax <1Yr",BALANCE SHEET,HMRC,31897676,"148,343.40"
4/30/2020,Income tax <1Yr-,BALANCE SHEET,HMRC,31897676,"3,002.00"
4/30/2020,"Student Loans
National Insurance <",BALANCE SHEET,HMRC,31897676,"95,547.22"
4/30/2020,"1 yr-NI- ERS
National Insurance <",BALANCE SHEET,HMRC,31897676,"60,390.95"
4/30/2020,"1 yr-NI-EES
Post Graduate Loan",BALANCE SHEET,HMRC,31897676,111
4/30/2020,"Payable
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,31905809,"122,453.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31905815,"354,237.38"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31905817,"516,351.55"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31905820,"5,034,489.35"
4/30/2020,Hcare Srv Rec NHS,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31905822,"5,785,795.46"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31905824,"2,442,592.08"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,31905826,"-122,453.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31905841,"-5,034,489.35"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31905842,"-2,442,592.08"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31905845,"-5,785,795.46"
4/30/2020,"Trust-Contract 
Chrgs from Adult",WINTER RESILIENCE,LONDON BOROUGH OF ENFIELD,31923162,"58,000.00"
4/30/2020,"Social Care Split
Cont Care- Prior",FUNDED NURSING CARE,JEWISH CARE,31923165,"35,854.89"
4/30/2020,"Year Payments
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31923189,"38,916.17"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31923204,"-84,394.25"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31923205,"-38,916.17"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31923206,"-995,617.17"
4/30/2020,"Trust-Contract 
Clinical&Medical-",GP FORWARD VIEW,BARNET FEDERATED GPS LTD,31923245,"204,000.00"
4/30/2020,"Independent Sector
Clinical&Medical-",NON RECURRENT,LONDON BOROUGH OF ENFIELD,31923640,"1,707,122.75"
4/30/2020,"Othe Public Sector
Clinical&Medical-","PROGRAMMES
NON RECURRENT",LONDON BOROUGH OF ENFIELD,31923641,"934,115.00"
4/30/2020,"Othe Public Sector
Clinical&Medical-","PROGRAMMES
NON RECURRENT",LONDON BOROUGH OF ENFIELD,31923642,"750,106.25"
4/30/2020,"Othe Public Sector
Clinical&Medical-","PROGRAMMES
COMMUNITY SERVICES",OMNES HEALTHCARE LTD,31933352,"53,614.00"
4/30/2020,"Independent Sector
Cont Care-Learning",CHC ADULT FULLY FUNDED,CHILTERN SUPPORT & HOUSING LTD,31941170,"135,303.62"
4/30/2020,"Disab(<65)
Cont Care-Learning",CHC ADULT FULLY FUNDED,CHILTERN SUPPORT & HOUSING LTD,31941171,"-135,303.62"
4/30/2020,"Disab(<65)
Cont Care-Funded",FUNDED NURSING CARE,LANCAM CARE SERVICES LTD,31941186,"30,891.08"
4/30/2020,"Nursing Care Allow
Cont Care-Physical",CHC ADULT FULLY FUNDED,LANCAM CARE SERVICES LTD,31941186,"3,562.86"
4/30/2020,"Disab (65+)
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31953245,"-3,022,321.50"
4/30/2020,"Trust-Contract 
Clinical&Medical-",ACUTE COMMISSIONING,BMI HEALTHCARE LTD,31953313,"-30,713.42"
4/30/2020,"Commercial Sector
Cont Care-Physical",CHC ADULT FULLY FUNDED,LONDON BOROUGH OF ENFIELD,31953337,"81,820.75"
4/30/2020,"Disab (<65)
Hcare Srv Rec NHS",LONG TERM CONDITIONS,WHITTINGTON HOSPITAL NHS TRUST (THE),31953359,"75,750.00"
4/30/2020,"Trust-Non Contract
Clinical&Medical-",COMMUNITY SERVICES,CATARACT CENTRE,31953403,"50,000.00"
4/30/2020,"Independent Sector
Hcare Srv Rec Fdtn",ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,31953484,"-36,448.00"
4/30/2020,Hcare Srv Rec Fdtn,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,31953489,"-41,091.00"
4/30/2020,Hcare Srv Rec Fdtn,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,31953490,"-46,785.00"
4/30/2020,Hcare Srv Rec Fdtn,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,31953528,"36,448.00"
4/30/2020,Hcare Srv Rec Fdtn,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,31953534,"46,785.00"
4/30/2020,Hcare Srv Rec Fdtn,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,31953540,"41,091.00"
4/30/2020,Cont Care-Physical,CHC ADULT FULLY FUNDED,ONE-OFF SUPPLIER,31959641,"50,866.11"
4/30/2020,"Disab (65+)
Training Expenses",COMMISSIONING SCHEMES,BARNET FEDERATED GPS LTD,31962090,"40,000.00"
4/30/2020,Training Expenses,COMMISSIONING SCHEMES,BARNET FEDERATED GPS LTD,31962091,"150,280.00"
4/30/2020,Training Expenses,COMMISSIONING SCHEMES,BARNET FEDERATED GPS LTD,31962092,"-150,280.00"
4/30/2020,Clinical&Medical-,GP FORWARD VIEW,BARNET FEDERATED GPS LTD,31962093,"150,280.00"
4/30/2020,"Independent Sector
SYS-NHS A/P Control-",BALANCE SHEET,BARTS HEALTH NHS TRUST,31972352,"-102,887.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,BARTS HEALTH NHS TRUST,31972355,"-239,452.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,NORTH EAST LONDON NHS FOUNDATION TRUST,31972360,"-213,005.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,31972371,"-62,278.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,31972405,"85,333.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,31972407,"271,633.37"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,31972408,"101,584.51"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,BARTS HEALTH NHS TRUST,31972416,"240,806.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31972441,"38,027.17"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31972442,"38,027.17"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31972443,"30,899.04"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31972444,"30,899.04"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31972446,"30,899.04"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31972447,"30,899.04"
4/30/2020,SYS-NHS A/P Control-,BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31972448,"30,899.04"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31972450,"30,899.04"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31972451,"30,899.04"
4/30/2020,"Cutover Bal <1Yr
SYS-Non NHS A/P-",BALANCE SHEET,JEWISH CARE,31982325,"87,621.02"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,NHS NEL CSU,31982398,"74,537.63"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,NHS TOWER HAMLETS CCG,31982403,"271,000.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,NORTH EAST LONDON NHS FOUNDATION TRUST,31982405,"213,005.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,NORTH EAST LONDON NHS FOUNDATION TRUST,31982406,"268,761.90"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,NORTH EAST LONDON NHS FOUNDATION TRUST,31982407,"268,762.00"
4/30/2020,"Cutover Bal <1Yr
Cont Care- Prior",CHC ADULT FULLY FUNDED,JEWISH CARE,31991024,"90,388.73"
4/30/2020,"Year Payments
Charges from CSU",THIRD PARTY HOSTED,NHS NEL CSU,31991183,"150,000.00"
4/30/2020,EXP-CAPITAL,"SERVICE 6
BEREAVEMENT SERVICE",LONDON BOROUGH OF ENFIELD,31991256,"300,000.00"
4/30/2020,"GRANTS- GENERAL
Clinical&Medical-",GP FORWARD VIEW,ISLINGTON GP GROUP LTD (THE),31991275,"78,888.00"
4/30/2020,"Independent Sector
C&M-GMS DES",PRC DELEGATED CO-,ISLINGTON GP GROUP LTD (THE),31991374,"78,606.81"
4/30/2020,"Extended Hours 
SYS-Non NHS A/P-","COMMISSIONING
BALANCE SHEET",BLUEBIRD CARE (BARNET),32001183,"39,390.00"
4/30/2020,"Cutover Bal <1Yr
SYS-Non NHS A/P-",BALANCE SHEET,BRITISH RED CROSS SOCIETY,32004227,"158,642.00"
4/30/2020,"Cutover Bal <1Yr
SYS-Non NHS A/P-",BALANCE SHEET,GYNAECOLOGY PARTNERSHIP LTD,32004266,"78,430.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,32004318,"30,000.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,32004319,"45,050.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32004320,"38,027.17"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32004321,"38,027.17"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32004323,"39,375.17"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32004325,"38,027.17"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32004327,"38,027.17"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32004330,"38,027.17"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,32004335,"46,978.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,32004338,"33,775.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,32004341,"33,775.00"
4/30/2020,"Cutover Bal <1Yr
SYS-NHS A/P Control-",BALANCE SHEET,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,32004374,"94,687.00"
4/30/2020,"Cutover Bal <1Yr
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32011372,"84,394.25"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32011374,"365,971.97"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32011382,"995,617.17"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32011392,"3,022,321.50"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32011424,"-365,971.97"
4/30/2020,"Trust-Contract 
Clinical&Medical-",GP FORWARD VIEW,ENFIELD HEALTHCARE COOPERATIVE LTD,32011491,"69,614.00"
4/30/2020,"Clinical Other
Clinical&Medical-",GP FORWARD VIEW,ENFIELD HEALTHCARE COOPERATIVE LTD,32011502,"35,103.00"
4/30/2020,"Clinical Other
Clinical&Medical-",PRIMARY CARE,ENFIELD HEALTHCARE COOPERATIVE LTD,32011508,"326,854.00"
4/30/2020,"Clinical Other
Clinical&Medical-","DEVELOPMENT
ACUTE COMMISSIONING",BMI HEALTHCARE LTD,32011530,"170,149.15"
4/30/2020,"Commercial Sector
Cont Care- Prior",FUNDED NURSING CARE,LUKKA CARE HOMES (2010) LTD,32011651,"30,912.42"
4/30/2020,"Year Payments
Hcare Srv Rec NHS",ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,32011780,"44,292.00"
4/30/2020,"Trust-Non Contract
Clinical&Medical-",HOSPICES,ISLINGTON GP GROUP LTD (THE),32013014,"38,415.00"
4/30/2020,"Independent Sector
Computer Hardware",NURSING AND QUALITY,DELL CORPORATION LTD,32013406,"30,150.00"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013406,"6,030.00"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013407,"30,150.00"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013407,"6,030.00"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013409,"30,150.00"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013409,"6,030.00"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013410,"54,980.40"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013410,"10,996.08"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013412,"29,547.00"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013412,"5,909.40"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013414,"30,150.00"
4/30/2020,"Purch
Computer Hardware","PROGRAMME
NURSING AND QUALITY",DELL CORPORATION LTD,32013414,"6,030.00"
4/30/2020,"Purch
Clinical&Medical-","PROGRAMME
CHILD AND ADOLESCENT",WHITTINGTON HOSPITAL NHS TRUST (THE),32035314,"68,328.75"
4/30/2020,Clinical&Medical-,LEARNING DIFFICULTIES,CYGNET LEARNING DISABILITIES LTD,32035332,"30,156.00"
4/30/2020,"Independent Sector
Clinical&Medical-",LEARNING DIFFICULTIES,CYGNET LEARNING DISABILITIES LTD,32035335,"31,164.00"
4/30/2020,"Independent Sector
Cont Care- Palliative",CHC ADULT FULLY FUNDED,CARE UK COMMUNITY PARTNERSHIPS LTD,32035360,"15,516.42"
4/30/2020,"Care
Cont Care-FNC",FUNDED NURSING CARE,CARE UK COMMUNITY PARTNERSHIPS LTD,32035360,546.81
4/30/2020,"Client Continence 
Cont Care-Funded",FUNDED NURSING CARE,CARE UK COMMUNITY PARTNERSHIPS LTD,32035360,"24,006.15"
4/30/2020,"Nursing Care Allow
Cont Care-Physical",CHC ADULT FULLY FUNDED,CARE UK COMMUNITY PARTNERSHIPS LTD,32035360,"13,443.57"
4/30/2020,"Disab (65+)
Cont Care-Mental",CHC ADULT FULLY FUNDED,CARE UK COMMUNITY PARTNERSHIPS LTD,32035428,"128,340.00"
4/30/2020,"Health (65+)
Cont Care- Prior",CHC ADULT FULLY FUNDED,JEWISH CARE,32035458,"84,719.03"
4/30/2020,"Year Payments
Hcare Srv Rec Fdtn",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,32035473,"78,752.00"
4/30/2020,Hcare Srv Rec Fdtn,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,32035476,"110,162.00"
4/30/2020,Clinical&Medical-,HOSPICES,NORTH LONDON HOSPICE,32035693,"105,662.50"
4/30/2020,"Voluntary Sector
Clinical&Medical-",HOSPICES,NORTH LONDON HOSPICE,32035696,"137,500.00"
4/30/2020,"Voluntary Sector
Clinical&Medical-",HOSPICES,NORTH LONDON HOSPICE,32035697,"103,590.70"
4/30/2020,"Voluntary Sector
Clinical&Medical-",COMMUNITY SERVICES,ENFIELD HEALTH PARTNERSHIP LTD,32035822,"72,702.01"
4/30/2020,"Independent Sector
C&M-GMS Cost of",LOCAL ENHANCED SERVICES,AMWELL PRACTICE,32042674,934.91
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,AMWELL PRACTICE,32042674,"79,057.56"
4/30/2020,"Sum
C&M-GMS PCO","COMMISSIONING
PRC DELEGATED CO-",AMWELL PRACTICE,32042674,"21,150.02"
4/30/2020,"Locum 
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",AMWELL PRACTICE,32042674,"105,640.00"
4/30/2020,"Actual Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",AMWELL PRACTICE,32042674,"2,368.00"
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",AMWELL PRACTICE,32042674,115.64
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",AMWELL PRACTICE,32042674,157.25
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",AMWELL PRACTICE,32042674,"4,929.78"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",ANDOVER MEDICAL CENTRE,32042676,"52,605.08"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ANDOVER MEDICAL CENTRE,32042676,"5,500.00"
4/30/2020,"Actual Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ANDOVER MEDICAL CENTRE,32042676,770.36
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ANDOVER MEDICAL CENTRE,32042676,76.86
4/30/2020,"Water Rates
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",ANDOVER MEDICAL CENTRE,32042676,"3,980.80"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",BINGFIELD STREET SURGERY,32042679,"29,300.27"
4/30/2020,"Sum
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",BINGFIELD STREET SURGERY,32042679,"1,647.81"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",CITY ROAD MEDICAL CENTRE,32042681,424.54
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,CITY ROAD MEDICAL CENTRE,32042681,"63,821.56"
4/30/2020,"Sum
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",CITY ROAD MEDICAL CENTRE,32042681,"14,445.83"
4/30/2020,"Actual Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",CITY ROAD MEDICAL CENTRE,32042681,"7,980.00"
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",CITY ROAD MEDICAL CENTRE,32042681,"1,474.70"
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",CITY ROAD MEDICAL CENTRE,32042681,84.84
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",CITY ROAD MEDICAL CENTRE,32042681,"3,873.62"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",CLERKENWELL MEDICAL PRACTICE,32042683,"1,563.38"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,CLERKENWELL MEDICAL PRACTICE,32042683,"103,429.16"
4/30/2020,"Sum
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",CLERKENWELL MEDICAL PRACTICE,32042683,186.22
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",CLERKENWELL MEDICAL PRACTICE,32042683,"4,581.42"
