,query_string_n,CompanyNumber,CompanyName,audit_type,CHnotes,isCIC,count,amount,match_0_n,match_1_n,match_2_n,score_0_n,score_1_n,score_2_n,match_0_n_lev,match_1_n_lev,match_2_n_lev
761,STORIES TO CHANGE COMMUNITY INTEREST COMPANY,07183902,STORIES TO CHANGE CIC,2: CH: 4 corrected now perf name match,erroneous auto match now fixed; dissolved 17/1/17 after sole NHS payment 30/6/14,1 CIC,1,29100.0,STORIES FOR CHANGE COMMUNITY INTEREST COMPANY,CHANGING COMMUNITIES COMMUNITY INTEREST COMPANY,HOPE AND STORY COMMUNITY INTEREST COMPANY,25.249714,19.580791,19.032969,2.0,16.0,14.0
762,STRIDE,11474062,STRIDE HEALTH LTD,2: CH: 5 corrected imperf name match,Derby podiatrist &c; sole(!) NHS cust is Derby trust,0 not CIC,6,257027.0,STRIDES,THE STRIDE AND STRIDE PARTNERSHIP LIMITED,STRIDE GAMING,14.314639000000001,13.3725,12.27025,1.0,35.0,7.0
763,SUE RYDER HOME,00943228,SUE RYDER,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","CCnotes> other Airedale Trust likely Manorlands Hospice, reg under main charity, as is all income so both matched thus",0 not CIC,3,41870341.0,SUE RYDER,SUE RYDER,SUE RYDER CARE,23.08905,23.08905,20.20361,5.0,5.0,3.0
764,SUNDERLAND MIND,CE010374,SUNDERLAND MIND,"2: CC: 8 date-dependent match, CH: 8 date-dependent match","CIO, reg 22/2/17; NHS payments 30/4/16-31/1/20 before & after but no comp reg found for prev char 510830 RM 9/1/19",0 not CIC,9,559242.0,SUNDERLAND MIND,SUNDERLAND MIND,SUNDERLAND MIND,19.557558,19.557558,19.557558,0.0,0.0,0.0
765,SUNFIELD CHILDRENS HOMES LIMITED,00413810,SUNFIELD CHILDRENS HOMES LIMITED,"2: CC: 4 corrected now perf name match, CH: 4 corrected now perf name match",Sunfield Childrens Homes are part of parent Ruskin Mill Trust CC 1137167 CH 07252866. both orgs multi-million incomes,0 not CIC,2,126267.0,SUNFIELD CHILDRENS HOMES,SUNFIELD CHILDRENS HOME LIMITED,SUNFIELD CHILDRENS HOMES LIMITED,25.667461,22.92336,22.92336,8.0,1.0,0.0
766,SUNFLOWERS,08173412,SUNFLOWERS CANCER SUPPORT,2: CH: 8 date-dependent match,"diss 9/1/18 after last NHS payment 31/5/15, succeeded by 11450146 same name & addr inc 5/7/18. Not a char, surprisingly",0 not CIC,3,174549.0,SUNFLOWERS,SUNFLOWERS,SUNFLOWERS,13.889606,13.889606,13.889606,0.0,0.0,0.0
767,SUPPORT FOR LIVING,IP27062R,SUPPORT FOR LIVING LIMITED,2: CH: 4 corrected now perf name match,"FCA-reg as a Registered Society, which is Third-Sector enough to justify its inclusion here",0 not CIC,5,219222.0,AXIS SUPPORTED LIVING,AXIS SUPPORTED LIVING,CONCORD SUPPORTED LIVING,12.997791000000001,12.997791000000001,12.997791000000001,9.0,9.0,12.0
768,SURREY COALITION OF DISABLED PEOPLE,03298760,SURREY COALITION OF DISABLED PEOPLE,2: CH: 1 existing perfect name match,"even has Limited exemption like many charities, but isnt one. Was Surrey Users Network till 8/10/07: not a char either",0 not CIC,1,33832.0,SURREY COALITION OF DISABLED PEOPLE,BRIDGEND COALITION OF DISABLED PEOPLE,BRIDGEND COALITION OF DISABLED PEOPLE,30.118665999999997,23.048534,23.048534,0.0,7.0,7.0
769,SURREY MECHANICAL ENGINEERING LIMITED,08483261,SME BUILDING SERVICES LTD,2: CH: 5 corrected imperf name match,"was Surrey Mechanical Engineering Ltd till 1/7/20, ie at time of sole pymt 12/1/16. exact-named automatch inc 26/6/18",0 not CIC,1,26400.0,SURREY MECHANICAL ENGINEERING LIMITED,SURREY MECHANICAL ENGINEERING ELECTRICAL LIMITED,SURREY ENGINEERING LIMITED,18.106811999999998,16.296476000000002,13.013133999999999,0.0,11.0,11.0
770,SURVIVORS TRUST,CE008447,THE SURVIVORS TRUST,"2: CC: 8 date-dependent match, CH: 1 existing perfect name match",reg 2/11/16 before NHS pymts 28/2/18-30/6/19. Rugby-based natl umbrella org. No comp reg found for prec char 1109305,0 not CIC,4,174500.0,THE SURVIVORS TRUST,THE SURVIVORS TRUST,THE SURVIVORS TRUST,17.790974,17.790974,17.790974,4.0,4.0,4.0
771,SUSSEX BEACON,02205876,THE SUSSEX BEACON,"2: CC: 4 corrected now perf name match, CH: 4 corrected now perf name match",was Sussex AIDS Trust till 1/11/95. NHSD match blocked others again,0 not CIC,5,708485.0,SUSSEX BEACON,THE SUSSEX BEACON,THE SUSSEX BEACON,18.992756,18.992756,18.992756,0.0,4.0,4.0
772,SUSTAIN LIMITED,07037721,SUSTAIN BUSINESS SOLUTIONS LIMITED,2: CH: 7 tentative match,only custs are Camb UH & West Herts Hosp Trusts; nearby E & NE Lond trusts used this comp. or Sustain Healthcare?,0 not CIC,2,63001.0,SUSTAIN,SUSTAIN,SUSTAIN,11.38237,11.38237,11.38237,8.0,8.0,8.0
773,SUTTON MENTAL HEALTH FOUNDATION,03549053,SUTTON MENTAL HEALTH FOUNDATION CHARITY COMPANY,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",sole NHS cust Sutton CCG. Income sufficient for match,0 not CIC,12,303796.0,SUTTON MENTAL HEALTH FOUNDATION CHARITY COMPANY,SUTTON MENTAL HEALTH FOUNDATION CHARITY COMPANY,THE MENTAL HEALTH FOUNDATION,20.805515,20.805515,20.39125,16.0,16.0,5.0
774,SWORD UK LIMITED,09185824,SWORD MEDICAL UK LIMITED,2: CH: 7 tentative match,"only NHS cust Royal Brompton trust. No viable match as Sword UK, but several other trusts use the matched comp",0 not CIC,1,309653.0,SWORD UK,SWORD 168 UK LIMITED,SWORD CONSTRUCTION UK LIMITED,16.799599,13.174382999999999,13.174382999999999,8.0,4.0,13.0
775,SYEDA,05689222,SOUTH YORKSHIRE EATING DISORDERS ASSOCIATION,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match","CCnotes> though not there as an Other Name. Sole NHS cust Rotherham Doncaster &c Trust, exparea incl mental health",0 not CIC,1,416000.0,SAHAR SYEDA LIMITED,SYEDA AKMAL LIMITED,SYEDA AMINA TRUST,13.324632999999999,13.324632999999999,13.324632999999999,14.0,14.0,12.0
776,T P P,04077829,THE PHOENIX PARTNERSHIP (LEEDS) LTD,2: CH: 5 corrected imperf name match,"CCnotes> reveal The Phoenix Partnership, clinical software provider, t/a TTP-UK. CH from own website. Not charity or CIC",0 not CIC,2,37055664.0,P P T,S P P T T,A P T,22.57103,21.201560999999998,20.96797,2.0,5.0,2.0
777,TARPORLEY WAR MEMORIAL HOSPITAL TRUST,02213003,TARPORLEY WAR MEMORIAL HOSPITAL TRUST,"2: CC: 4 corrected now perf name match, CH: 4 corrected now perf name match",another case when the auto-matcher had found the right org but was prevented from retrieving the reg details,0 not CIC,3,704250.0,TARPORLEY WAR MEMORIAL HOSPITAL TRUST,TARPORLEY WAR MEMORIAL HOSPITAL TRUST,TARPORLEY WAR MEMORIAL HOSPITAL LEAGUE OF FRIENDS,31.566247999999998,31.566247999999998,25.282547,0.0,0.0,16.0
778,TEESSIDE URGENT CARE,07369706,TEESSIDE URGENT CARE COMMUNITY INTEREST COMPANY,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2010 incorporation. No viable alt match found,1 CIC,1,549823.0,TEESSIDE URGENT CARE COMMUNITY INTEREST COMPANY,URGENT CARE,URGENT CARE 24KNOWSLEY,18.792524,18.24074,15.961194,27.0,9.0,19.0
779,TEMPO TIME CREDITS LIMITED,06593956,TEMPO TIME CREDITS LIMITED,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match","comp shares char name (incl LTD) but addr is Cardiff not London. 11514049 shared chars London addr (& name, briefly)",0 not CIC,5,138865.0,TEMPO TIME CREDITS LIMITED,TEMPO TIME CREDITS LIMITED,TEMPO AND TIME LIMITED,24.565655,24.565655,19.250515,0.0,0.0,10.0
780,THAMES HOSPICECARE,05316964,THAMES HOSPICE,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match",was Thames Hospicecare till 13/9/13,0 not CIC,81,8974803.0,ASHGATE HOSPICECARE,ASHGATE HOSPICECARE,WESTON HOSPICECARE,15.089316,15.089316,15.089316,5.0,5.0,6.0
781,THAMES REACH,10098652,THAMES REACH CHARITY,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match","confirm CHARITY in name of company. Has Limited exemption. se5 POSTCODE, Sole NHS cust Lambeth CCG",0 not CIC,8,668838.0,THAMES REACH,THAMES REACH CHARITY,THAMES REACH CHARITY,19.613476000000002,17.16238,17.16238,0.0,8.0,8.0
782,THAMES VALLEY AMBULANCE AND PARAMEDIC SERVICE,04549352,THAMES VALLEY AMBULANCE & PARAMEDIC SERVICE LIMITED,2: CH: 4 corrected now perf name match,diss 18/12/18. CQC has taken action against this org to protect safety & welfare of Thames Valley Amb Serv users it says,0 not CIC,1,25660.0,THAMES VALLEY AIR AMBULANCE,THAMES VALLEY AIR AMBULANCE,THAMES AMBULANCE SERVICE LIMITED,22.425402,22.425402,18.873167000000002,25.0,25.0,24.0
783,THAMES VALLEY CHARITABLE HOUSING,IP25301R,THAMES VALLEY CHARITABLE HOUSING ASSOCIATION LIMITED,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"this IPS is still FCA-registered, but Transferred Engagements to IP16337R Metropolitan Housing Trust Ltd Oct 2018",0 not CIC,192,18600211.0,THAMES VALLEY CHARITABLE HOUSING ASSOCIATION LIMITED,THE THAMES VALLEY CHARITABLE TRUST,THE THAMES VALLEY HOSPICE CHARITABLE TRUST,19.589320999999998,19.435213,17.492064000000003,20.0,9.0,17.0
784,THAMES VALLEY CHARITABLE HOUSING ASSOCIATION,IP25301R,THAMES VALLEY CHARITABLE HOUSING ASSOCIATION LIMITED,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"this IPS is still FCA-registered, but Transferred Engagements to IP16337R Metropolitan Housing Trust Ltd Oct 2018",0 not CIC,3,18600211.0,THAMES VALLEY CHARITABLE HOUSING ASSOCIATION LIMITED,THAMES VALLEY HOUSING ASSOCIATION LIMITED,THE THAMES VALLEY CHARITABLE TRUST,22.844877,20.00619,19.435213,8.0,19.0,20.0
785,THAMES VALLEY CHARITABLE HOUSING ASSOCIATION LIMITED,IP25301R,THAMES VALLEY CHARITABLE HOUSING ASSOCIATION LIMITED,2: CH: 1 existing perfect name match,"this IPS is still FCA-registered, but Transferred Engagements to IP16337R Metropolitan Housing Trust Ltd Oct 2018",0 not CIC,32,18600211.0,THAMES VALLEY CHARITABLE HOUSING ASSOCIATION LIMITED,THAMES VALLEY HOUSING ASSOCIATION LIMITED,THE THAMES VALLEY CHARITABLE TRUST,22.932615,20.102701,19.435213,0.0,11.0,28.0
786,THE ASSOCIATION OF UK UNIVERSITY HOSPITAL,08817383,MEDICAL SCHOOLS COUNCIL,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",inc 17/12/13 CN off own website. Medical Schools Council has own sep website w/same CC & CH nos. alt names not suppliers,0 not CIC,1,82000.0,THE UNIVERSAL ASSOCIATES UK LIMITED,UNIVERSE ASSOCIATES,UNIVERSITIES UK,13.964976,13.5445175,12.8385105,30.0,32.0,31.0
787,THE BENENDEN HOSPITAL TRUST,03454120,THE BENENDEN HOSPITAL TRUST,"2: CC: 4 corrected now perf name match, CH: 4 corrected now perf name match",auto-match to NHSD seems to have precluded matches to CC & CH,0 not CIC,11,26055433.0,THE BENENDEN HOSPITAL TRUST,THE BENENDEN HOSPITAL TRUST,THE BENENDEN HOSPITAL TRUST,23.892122,23.892122,23.892122,0.0,0.0,0.0
788,THE BOBATH CENTRE,00579091,THE BOBATH CENTRE FOR CHILDREN WITH CEREBRAL PALSY,"2: CC: 6 match options, CH: 6 match options","alt match is 02938539 The Bobath Cr for Adults with Neurological Disab. Sole NHS cust is Derby, where Bobath instructs",0 not CIC,1,105600.0,BOBATH CENTRE,BOBATH ADULTS,BOBATH CHILDREN,21.227058,15.303212,15.303212,4.0,10.0,9.0
789,THE GREEN DREAMS PROJECT,07425139,THE GREEN DREAMS PROJECT CIC,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2010 incorporation. Burnley locn of CIC accords with Lancs S Cumbria sole cust,1 CIC,1,1175279.0,PROJECT DREAM,PROJECT DREAM,THE GREEN DREAMS PROJECT COMMUNITY INTEREST COMPANY,15.392769,15.392769,14.207866000000001,17.0,17.0,27.0
790,THE HOSPICE OF ST FRANCIS,01507474,HOSPICE OF ST FRANCIS BERKHAMSTED LIMITED,"2: CC: 6 match options, CH: 6 match options","match depends on word-order nicety: alt 01367828 Saint Francis Hospice, in Romford (char 275913) is closer",0 not CIC,3,1737776.0,HOSPICE OF ST FRANCIS,HOSPICE OF ST FRANCIS,ST FRANCIS HOSPICE,23.09773,23.09773,23.09773,4.0,4.0,21.0
791,THE KINGS FUND USE 101209,RC000826,THE KINGS FUND,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",101209 reference unclear; not a charity or company number,0 not CIC,1,3609098.0,KINGS FUND,THE KINGS FUND,THE KINGS FUND,14.709022000000001,14.709022000000001,14.709022000000001,15.0,11.0,11.0
792,THE LATEEF PROJECT COMMUNITY INTEREST COMPANY,07019068,THE LATEEF PROJECT COMMUNITY INTEREST COMPANY,2: CH: 8 date-dependent match,"dissolved 13/1/15 (after sole NHS pymt 10/4/13), repl by (?unincorp) charity 1168459 The Lateef Project (reg 27/7/16)",1 CIC,1,72000.0,THE LATEEF PROJECT,PROJECT BE COMMUNITY INTEREST COMPANY,1 COMMUNITY PROJECT COMMUNITY INTEREST COMPANY,21.921337,17.691357,16.195220000000003,27.0,14.0,11.0
793,THE MEADOWS,05668189,BLUE OPAL LIMITED,2: CH: 5 corrected imperf name match,provider at The Meadows resid home Bideford much closer to Bristol than 03676785 who run The Meadows Care Home Haverhill,0 not CIC,6,413871.0,MEADOWS,THE MEADOW,THE MEADOWS,10.83276,10.83276,10.83276,4.0,1.0,0.0
794,THE NHS CONFEDERATION,04358614,THE NHS CONFEDERATION,2: CH: 8 date-dependent match,"reg 23/1/02, still active. But note 05256894 The NHS Confederation Group Company Ltd inc 12/10/04 dissolved 29/9/15",0 not CIC,3,12910438.0,NHS CONFEDERATION,THE NHS CONFEDERATION,THE NHS CONFEDERATION,22.635132000000002,22.635132000000002,22.635132000000002,4.0,0.0,0.0
795,THE NHS CONFEDERATION GROUP,05256894,THE NHS CONFEDERATION GROUP COMPANY LIMITED,2: CH: 8 date-dependent match,diss 29/9/15 after sole NHS pymt 2/9/14 but note 04358614 The NHS Confederation reg 23/1/02 & still active,0 not CIC,1,362475.0,NHS CONFEDERATION,THE NHS CONFEDERATION,THE NHS CONFEDERATION,22.635132000000002,22.635132000000002,22.635132000000002,10.0,6.0,6.0
796,THE OASIS PARTNERSHIP,03164431,THE OASIS PARTNERSHIP UK,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match","Bucks-based char/comp, links to sole cust Midlands Ptnrship Trust confirmed by web hits",0 not CIC,6,1522883.0,OASIS COMMUNITY PARTNERSHIPS,OASIS COMMUNITY PARTNERSHIPS,THE OASIS PARTNERSHIP UK,13.537782,13.537782,13.537782,13.0,13.0,3.0
797,THE PASSAGE,03885593,PASSAGE 2000,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match","central London base, sole cust is Guys & Thomas Trust. match via working name of charity",0 not CIC,2,88282.0,THE PASSAGE,THE PASSAGE,THE PASSAGE,15.333534,15.333534,15.333534,0.0,0.0,0.0
798,THE PRIORY HOSPITAL,04433255,PRIORY GROUP LIMITED,2: CH: 5 corrected imperf name match,Priory Group comprises many company registrations,0 not CIC,27,609847024.0,THE PRIORY WOODBOURNE HOSPITAL SCHOOL,THE PRIORY,ASCOT PRIORY,13.799355499999999,11.532661000000001,9.885589999999999,18.0,9.0,14.0
799,THE PRIORY HOSPITAL LANCASHIRE,04433255,PRIORY GROUP LIMITED,2: CH: 5 corrected imperf name match,Priory Group comprises many company registrations,0 not CIC,103,609847024.0,THE PROVINCIAL PRIORY OF LANCASHIRE BENEVOLENT FUND,THE PRIORY WOODBOURNE HOSPITAL SCHOOL,GREATER LANCASHIRE HOSPITAL LIMITED,13.825045000000001,13.799355499999999,13.781671,32.0,19.0,23.0
800,THE REHABILITATION FOR ADDICTED PRISONER,02560474,THE FORWARD TRUST,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match",was Rehabilitation for Addicted Prisoners Trust till 27/6/17,0 not CIC,10,51499364.0,PRISON REHABILITATION MISSION INTERNATIONAL LIMITED,SPONSORED THERAPY FOR ADDICTION RELATED REHABILITATION,SPONSORED THERAPY FOR ADDICTION RELATED REHABILITATION,16.120758,15.896572,15.896572,29.0,39.0,39.0
801,THE REHABILITATION FOR ADDICTED PRISONERS TR,02560474,THE FORWARD TRUST,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match",was Rehabilitation for Addicted Prisoners Trust till 27/6/17,0 not CIC,24,51499364.0,PRISON REHABILITATION MISSION INTERNATIONAL LIMITED,SPONSORED THERAPY FOR ADDICTION RELATED REHABILITATION,SPONSORED THERAPY FOR ADDICTION RELATED REHABILITATION,16.120758,15.896572,15.896572,29.0,39.0,39.0
802,THE REHABILITATION FOR ADDICTED PRISONERS TRU,02560474,THE FORWARD TRUST,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match",was Rehabilitation for Addicted Prisoners Trust till 27/6/17,0 not CIC,16,51499364.0,TRU TRANSITIONAL REHABILITATION UNIT LIMITED,PRISON REHABILITATION MISSION INTERNATIONAL LIMITED,SPONSORED THERAPY FOR ADDICTION RELATED REHABILITATION,16.448245999999997,16.120758,15.896572,34.0,29.0,39.0
803,THE RETREAT YORK LIMITED,04325622,THE RETREAT YORK,"2: CC: 2 existing perfect except 'LTD/LIMITED', CH: 2 existing perfect except 'LTD/CIC/LIMITED'",priv ltd comp by guarantee w/o share capital use of Limited exemption says CH,0 not CIC,2,14895815.0,THE RETREAT YORK,THE RETREAT YORK,THE RETREAT YORK BENEVOLENT FUND,19.154154000000002,19.154154000000002,14.898582000000001,8.0,8.0,13.0
804,THE UNIVERSITY OF DERBY CORPORATE,03079282,UNIVERSITY OF DERBY,2: CH: 3 existing accepted imperfect name match,Univ Derby has many companies. This is the one under which Group Of Companies accts are found,0 not CIC,4,1919155.0,UNIVERSITY OF DERBY,UNIVERSITY OF DERBY FE,DERBY UNIVERSITY ENTERPRISES LIMITED,17.912899,15.674323999999999,13.933104,14.0,12.0,21.0
805,THEOBALDS,07018595,THEOBALDS (REFURBISHMENT) LIMITED,2: CH: 5 corrected imperf name match,general construction company with vast experience across the NHS says its website. Gravesend locn accords with sole cust,0 not CIC,3,152518.0,THEOBALD FUND,THEOBALD LIMITED,THEOBALDS FOUNDATION,13.718379999999998,13.718379999999998,13.718379999999998,5.0,8.0,11.0
806,THOMAS,05577388,THOMAS THOSE ON THE MARGINS OF A SOCIETY,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match","CCnotes> THOMAS runs substance abuse service incl resid in Salford. Not the strongest match, but no alts either",0 not CIC,3,135000.0,THOMAS AND THOMAS LIMITED,THOMAS THOMAS LIMITED,R THOMAS AND THOMAS LIMITED,9.671124,9.671124,8.918482000000001,19.0,15.0,21.0
807,THURROCK MIND,05256793,THURROCK AND BRENTWOOD MIND,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",was Thurrock Mind till 27/12/19,0 not CIC,14,319017.0,THURROCK AND BRENTWOOD MIND,THURROCK AND BRENTWOOD MIND,MY MIND MATTERS THURROCK LIMITED,18.331917,18.331917,14.666235999999998,14.0,14.0,20.0
808,TOGETHER,00463505,TOGETHER FOR MENTAL WELLBEING,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",see CCnotes,0 not CIC,1,18665916.0,IN THIS TOGETHER,TOGETHER,TOGETHER,11.721945,11.721945,11.721945,8.0,0.0,0.0
809,TOGETHER FIRST LIMITED,08904332,TOGETHER FIRST CIC,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"was Together First Limited till 13/5/20, 4 months after last NHS payment 31/1/20",2 became CIC,13,731868.0,TOGETHER FIRST,TOGETHER FIRST LIMITED,IN THIS TOGETHER,17.69128,15.601032,11.721945,8.0,0.0,16.0
810,TOGETHER WOMEN,06814757,TOGETHER WOMEN PROJECTS YORKSHIRE AND HUMBERSIDE,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","despite location-specific reg name, promotes itself as just Together Women. NHSE sole cust precludes geog check",0 not CIC,45,1695162.0,WOMEN TOGETHER ASSOCIATION,ANAWIM WOMEN WORKING TOGETHER,ANAWIM WOMEN WORKING TOGETHER,16.108052999999998,14.318651000000001,14.318651000000001,15.0,23.0,23.0
811,TOGETHER WORKING FOR WELLBEING,00463505,TOGETHER FOR MENTAL WELLBEING,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match",was Together Working for Wellbeing till 28/11/14. Much of NHS failed to notice the change,0 not CIC,202,18665916.0,TOGETHER WORKING FOR WELLBEING TRADING LIMITED,WORKING TOGETHER,WORKING TOGETHER,19.186779,17.88247,17.88247,16.0,19.0,19.0
812,TOOLS4CHANGE COMMUNITY INTEREST COMPANY LIMITED,09380077,TOOLS4CHANGE CIC,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"CIC since inc 8/1/15, NHS pymt 31/3/15, note co-loc 06453449 Tools4change Ltd inc14/12/07>Conttact Ltd8/1/15 diss28/3/17",1 CIC,1,30500.0,TOOLS4CHANGE COMMUNITY INTEREST COMPANY,COMMUNITY INTEREST CAPITAL COMMUNITY INTEREST COMPANY,COMMUNITY INTEREST LUTON COMMUNITY INTEREST COMPANY,27.009089000000003,14.326851000000001,14.326851000000001,8.0,31.0,29.0
813,TORUS62 LIMITED,RS007973,TORUS62 LIMITED,2: CH: 8 date-dependent match,char was 09183881 conv/clsd 14/8/18->RS007826(still on CH)->RS007973(says FCA) reg31/12/18 before NHS pymts all 30/11/19,0 not CIC,3,99945.0,TORUS62 LIMITED,TORUS62 LIMITED,TORUS62 DEVELOPMENTS LIMITED,17.240046,17.240046,15.085555,0.0,0.0,13.0
814,TOWER HAMLETS COLLEGE OF FURTHER EDUCATION,10235944,NEW CITY COLLEGE LONDON LIMITED,2: CH: 5 corrected imperf name match,"Note also 10527250 New City College Ltd (inc 15/12/16). Both comps dormant, charter number not found",0 not CIC,16,745788.0,THE TOWER HAMLETS FURTHER EDUCATION TRUST,THE TOWER HAMLETS FURTHER EDUCATIONAL TRUST,TOWER HAMLETS AND CANARY WHARF FURTHER EDUCATION TRUST,28.139824,28.139824,23.450603,21.0,23.0,20.0
815,TOWER HAMLETS GP CARE GROUP,09233816,TOWER HAMLETS GP CARE GROUP CIC,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2014 incorporation,1 CIC,5,311189.0,TOWER HAMLETS GP CARE GROUP COMMUNITY INTEREST COMPANY,BIFWA IN TOWER HAMLETS,HEALTHWATCH TOWER HAMLETS,21.83351,18.430279000000002,18.430279000000002,27.0,23.0,24.0
816,TOWER HAMLETS GP CARE GROUP COMMUNITY INTEREST COMPANY,09233816,TOWER HAMLETS GP CARE GROUP CIC,2: CH: 1 existing perfect name match,always CIC since 2014 incorporation,1 CIC,2,311189.0,TOWER HAMLETS GP CARE GROUP COMMUNITY INTEREST COMPANY,TOWER HAMLETS COMMUNITY CHURCH,TOWER HAMLETS COMMUNITY CHURCH,30.771677,20.745926,20.745926,0.0,28.0,28.0
817,TRANSFORMING CHOICE,07992556,TRANSFORMING CHOICE COMMUNITY INTEREST COMPANY,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2012 incorporation. Liverpool CIC accords with Liverpool NHS cust,1 CIC,3,101952.0,TRANSFORMING CHOICE COMMUNITY INTEREST COMPANY,TRANSFORM FOUNDATION TRANSFORM,TRANSFORM,13.124245000000002,11.471783,11.324333,27.0,19.0,10.0
818,TRELOAR TRUST,04466362,TRELOAR TRUST,"2: CC: 4 corrected now perf name match, CH: 1 existing perfect name match",Alton locn accords with Surrey Downs & Soton CCG custs,0 not CIC,3,99762.0,TRELOAR TRUST,TRELOAR TRUST,TRELOAR TRUST,20.390846,20.390846,20.390846,0.0,0.0,0.0
819,TRIPLE M,05702982,TRIPLE M NURSING SERVICES LIMITED,2: CH: 5 corrected imperf name match,CCnotes> S Warks NHS cust. diss 4/12/19 long after sole pymt 11/5/15. 09054485 Triple M Healthcare Ltd never traded,0 not CIC,1,30500.0,TRIPLE M LIMITED,A TRIPLE M CARS LIMITED,CANNAMED TRIPLE M LIMITED,14.712753,13.078351,13.078351,8.0,15.0,17.0
820,TRUST TURNING POINT,00793558,TURNING POINT,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",national char; only cust in this record is Milton Keynes but nationwide in other record w/o TRUST,0 not CIC,1,12961419.0,THE TURNING POINT TRUST,TURNING POINT,TURNING POINT,22.295563,20.114597,20.114597,10.0,6.0,6.0
821,TURNING POINT SERVICES LIMITED,02166697,TURNING POINT (SERVICES) LIMITED,2: CH: 1 existing perfect name match,CCnotes> and Services distinguishes between them. No cause to second-guess supplier used by all these custs,0 not CIC,378,37666238.0,TURNING POINT,TURNING POINT,TURNING POINT,20.114597,20.114597,20.114597,17.0,17.0,17.0
822,TURNING POINT SERVICES LIMITED,02166697,TURNING POINT (SERVICES) LIMITED,2: CH: 1 existing perfect name match,CCnotes> and Services distinguishes between them. No cause to second-guess supplier used by all these custs,0 not CIC,378,37666238.0,TURNING POINT,TURNING POINT,TURNING POINT,20.114597,20.114597,20.114597,17.0,17.0,17.0
823,UKHCDO,05768634,UKHCDO LIMITED,2: CH: 4 corrected now perf name match,this company inc 2006 took over day-to-day operations from now-supervisory 1994-reg charity; they are not the same org,0 not CIC,2,2796612.0,UKHCDO,UKHCDO LIMITED,,20.426182,17.508952999999998,,0.0,8.0,
824,UKHCDO LIMITED,05768634,UKHCDO LIMITED,2: CH: 4 corrected now perf name match,this company inc 2006 took over day-to-day operations from now-supervisory 1994-reg charity; they are not the same org,0 not CIC,5,2796612.0,UKHCDO,UKHCDO LIMITED,LIMITED LIMITED LIMITED,20.426182,17.646814000000003,0.18448468,8.0,0.0,14.0
825,UNIVERSITY OF CUMBRIA,06033238,THE UNIVERSITY OF CUMBRIA,2: CH: 1 existing perfect name match,gained University status 31/7/07. No sign of a royal charter,0 not CIC,28,2052876.0,THE UNIVERSITY OF CUMBRIA,UNIVERSITY OF CUMBRIA,UNIVERSITY OF CUMBRIA STUDENTS UNION,18.272243,18.272243,14.212609,4.0,0.0,15.0
826,UNIVERSITY OF DERBY,03079282,UNIVERSITY OF DERBY,2: CH: 1 existing perfect name match,Univ Derby has many companies. This is the one under which Group Of Companies accts are found,0 not CIC,6,1919155.0,UNIVERSITY OF DERBY,UNIVERSITY OF DERBY FE,DERBY UNIVERSITY ENTERPRISES LIMITED,17.912899,15.674323999999999,13.933104,0.0,3.0,24.0
827,UNIVERSITY OF GREENWICH,00986729,UNIVERSITY OF GREENWICH,2: CH: 1 existing perfect name match,was Thames Polytechnic(The) till 25/6/92. no sign of a Royal Charter,0 not CIC,22,1107488.0,UNIVERSITY OF GREENWICH,GREENWICH UNIVERSITY ENTERPRISES LIMITED,ADVOCACY IN GREENWICH,19.321531,15.028772,10.892380000000001,0.0,26.0,10.0
