Dept Family,Organisation Name,Accounting Year,Period,Date,Transaction Number,Supplier,VAT Registration Number,Expense Area,Expense type,Amount
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1405773,Uclh Nhs Foundation Trust,654948687,Rf:Hepatology,Consultant - Recharge In,"28,600.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1408211,University College London,524371168,Rf:Amyloidosis,Healthcare Non-Nhs Statutory,"3,478,078.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1411908,Nhs Blood And Transplant,654961603,Bh:Haematology Barnet,Blood Products,"70,992.97"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1414629,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"109,227.69"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1415508,Chg Meridian Computer Leasing Uk Ltd,765342323,Rf:Renal Technicians,Msse Lease Charges,"39,785.77"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1415882,Bates Office Services Limited,696521207,Rf:Covid-19 (Surge),Med&Surg Equipment Disposable,"42,727.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1417169,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"139,571.30"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1419721,Bates Office Services Limited,696521207,Rf:Covid-19 (Surge),Med&Surg Equipment Disposable,"54,606.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1420155,Thebigword Interpreting Services Ltd,945601521,Tw:Pals,Interpreting Service,"28,110.77"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1420846,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"72,393.69"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1420847,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"105,063.22"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1420885,Radiology Reporting Online Llp,134072836,Bh:Radiology,Healthcare Commercial Sector,"65,091.57"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1423707,Bevan Brittan Llp,840723148,Tw:Clinical Risk + Safety,Legal Costs,"42,595.70"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1426367,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"59,342.67"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1426386,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"160,157.43"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1429243,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"110,131.30"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1429279,Cfes Limited,876320218,Cd:Decontamination Services,Msse Maintenance Contracts,"559,747.94"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1429283,Unisurge,849747269,Rf:Covid-19 (Surge),Med&Surg Equipment Disposable,"113,832.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1431431,Notting Hill Genesis,577334122,Rf:Princess Christian House,Other Non-Clinical Supplies,"56,091.66"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1431436,Notting Hill Genesis,577334122,Rf:Princess Christian House,Other Non-Clinical Supplies,"55,882.99"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1431439,Notting Hill Genesis,577334122,Rf:Princess Christian House,Other Non-Clinical Supplies,"56,811.53"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1431600,Iss Mediclean Ltd,417115775,Tw:Nightingale Ward (Excel),Building Contracts,"472,356.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1431797,Bt Global Services,,Tw:Information Man And Tech,Other Non-Clinical Supplies,"59,787.36"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1432616,Haverstock Healthcare Ltd,215028936,Rf:Diabetic Team,Healthcare Commercial Sector,"53,139.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1432960,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"55,727.24"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1432961,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"27,971.12"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1432963,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"27,275.56"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1433040,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"31,888.52"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1433211,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"31,714.45"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1433964,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"57,600.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1434109,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"40,436.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1434393,Alloga Uk,684090520,Tw:Balance Sheet,Pharmacy Issues & Receipts,"36,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1436482,Keystream Healthcare Resources Ltd,105919025,Rf:Epr2 (Royal Free),Other Non-Clinical Supplies,"81,335.04"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1436676,Childcare Vouchers Ltd,649503520,Tw:Balance Sheet,Creditors-S&W-Jury Service,"34,385.57"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1436770,W  & I Craig (Civil Engineering) Ltd,220702418,Rf:Corona Virus Assessment Pod,Building Contracts,"37,154.50"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1437542,Iss Mediclean Ltd,417115775,Tw:Nightingale Ward (Excel),Building Contracts,"188,430.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1437543,Iss Mediclean Ltd,417115775,Tw:Nightingale Ward (Excel),Building Contracts,"-472,356.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1437636,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"25,118.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1437656,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"52,794.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1438417,Bayer Plc,641958611,Tw:Balance Sheet,Pharmacy Issues & Receipts,"26,220.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1438418,Biotest Uk Ltd,,Tw:Balance Sheet,Pharmacy Issues & Receipts,"34,200.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1438660,Alloga Uk,684090520,Tw:Balance Sheet,Pharmacy Issues & Receipts,"36,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1439252,Ah Engineering Services Ltd,,Rf:Corona Virus 11south Works,Eng Mnt-Ext Repairs,"34,600.80"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1440313,Fresenius Kabi Ltd,534934726,Rf:Cellular Lab (Ccgtt),Laboratory Equipment,"-74,400.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,1440478,W  & I Craig (Civil Engineering) Ltd,220702418,Rf:Corona Virus Assessment Pod,Building Contracts,"27,865.87"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,14770,Idis Limited,700513982,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"28,320.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,14838,Shire Pharmaceuticals Ltd,,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"38,750.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,14857,Alliance Healthcare (Distribution) Ltd,391532058,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"28,066.32"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,2104,Imtech Low Carbon Solutions Ltd,263126326,Tw:Energy & Utilities,Msse Maintenance Contracts,"46,818.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,2171,Althea Uk And Ireland Ltd,191726588,Tw:Ebme,Estates Services Contracts,"43,745.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,2172,Althea Uk And Ireland Ltd,191726588,Tw:Ebme,Estates Services Contracts,"43,745.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,2173,Althea Uk And Ireland Ltd,191726588,Tw:Ebme,Estates Services Contracts,"43,745.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,2174,Althea Uk And Ireland Ltd,191726588,Tw:Ebme,Estates Services Contracts,"43,745.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,2175,Althea Uk And Ireland Ltd,191726588,Tw:Ebme,Estates Services Contracts,"43,745.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,2176,Althea Uk And Ireland Ltd,191726588,Tw:Ebme,Estates Services Contracts,"43,745.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,2177,Althea Uk And Ireland Ltd,191726588,Tw:Ebme,Estates Services Contracts,"43,745.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,15/05/2020,923713,Uclh Nhs Foundation Trust,654948687,Rf:Diabetic Team,Services Uclh Ft Clinical,"35,536.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,18/05/2020,1441512,Hmrc Cumbernauld,,Tw:Balance Sheet,Creditors - Income Tax,"7,263,149.23"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,18/05/2020,1441513,Hmrc Cumbernauld,,Tw:Balance Sheet,Creditors-Nat Insurance-Ees,"3,309,833.93"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,18/05/2020,1441514,Hmrc Cumbernauld,,Tw:Balance Sheet,Creditors-Nat Insurance-Ers,"4,526,462.01"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,18/05/2020,2189,Hmrc Cumbernauld,,Tw:Balance Sheet-Property Serv,Creditors - Income Tax,"27,788.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,19/05/2020,1443669,Cfes Limited,876320218,Tw:Nightingale Ward (Excel),Building Contracts,"1,800,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,21/05/2020,1443591,Nhs Resolution,,Rf:Projects,Insurance Costs,"2,759,807.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,21/05/2020,1443591,Nhs Resolution,,Tw:Clinical Risk + Safety,Insurance Costs,"58,902.70"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,21/05/2020,1443665,Nhs Resolution,,Rf:Projects,Insurance Costs,"2,759,807.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,21/05/2020,1443665,Nhs Resolution,,Tw:Clinical Risk + Safety,Insurance Costs,"58,902.70"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1392958,Secure It Environments Ltd,822097831,Tw:It Infrastructure,It Maintenance,"27,096.51"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1393737,University College London,524371168,Rf:Amyloid Cardiac Mri Scans,Healthcare Non-Nhs Statutory,"233,539.10"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1403821,Portsmouth Hospitals Trust,654936991,Rf:Liver Admin,Admin & Clerical Band 7,"57,338.30"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1406677,Oxford University Hospitals Nhs Ft,654935407,Rf:Liver Transplant,Services Nhsts Clinical,"40,136.81"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1406992,Utilyx Healthcare Energy Services Ltd,416706654,Rf:Energy,Energy Management Contracts,"147,295.90"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1411765,Cerner Limited,779047193,Tw:Patient Systems,Other Non-Clinical Supplies,"301,667.24"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1411791,Siemens Healthcare Limited,479985260,Rf:Haematology Labs,Radioactive Materials,"-31,608.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1411792,Siemens Healthcare Limited,479985260,Rf:Haematology Labs,Radioactive Materials,"-37,392.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1411793,Siemens Healthcare Limited,479985260,Rf:Nuclear Medicine,Radioactive Materials,"-30,915.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1419009,Chromis Uk Limited,5658272,Bh:Utc/Amu,Furniture & Fittings,"42,864.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1419009,Chromis Uk Limited,5658272,Rf:Corona Virus Assessment Pod,Furniture & Fittings,"122,400.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1419800,Nhs Blood And Transplant,654961603,Bh:Haematology Barnet,Blood Products,"70,992.97"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1420223,Uclh Nhs Foundation Trust,654948687,Rf:Ent Admin,Services Uclh Ft Clinical,"87,154.98"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1426317,Utilyx Healthcare Energy Services Ltd,416706654,Rf:Energy,Energy Management Contracts,"147,295.90"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1426318,Utilyx Healthcare Energy Services Ltd,416706654,Rf:Energy,Rentals Operating Leases,"91,215.70"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1431740,North Middlesex University Hospital Nhs Trust,654946204,Bh:Ent Admin,Other Non-Clinical Services,"32,439.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1431859,Hoare Lea Llp,109587250,Tw:Nightingale Ward (Excel),Building Contracts,"61,437.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1431901,Armstrong Medical Ltd,432578934,Rf:Covoid19 Equipments,Med&Surg Equipment,"134,100.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1431914,Baxter Healthcare Ltd,103222439,Rf:Capd,Renal Dialysis Consumables,"176,818.30"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1431915,Baxter Healthcare Ltd,103222439,Rf:Capd,Renal Dialysis Consumables,"102,443.70"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1431976,Cerner Limited,779047193,Tw:Patient Systems,Other Non-Clinical Supplies,"49,101.25"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1431989,Interserve Catering Services Ltd,576994073,Rf:Pp Hotel Services,Contract Catering,"36,196.81"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1432085,Softcat Limited,,Tw:Information Man And Tech,Other Non-Clinical Supplies,"41,986.33"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1432580,Elis Uk Ltd,226516179,Rf:Rfh Facilities Contract,Other Non-Clinical Services,"83,204.66"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1432621,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"74,685.28"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1432622,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"98,045.18"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1433381,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"26,813.16"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1433928,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"48,523.68"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1434836,Philips Respironics Uk Ltd,407850060,Rf:Thoracic Medicine,Anaesthetic Equip&Accessories,"32,352.44"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1436599,Dictate It,835575990,Tw:Patient Systems,Office Equipment,"51,772.39"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1437635,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"43,885.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1437646,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"51,825.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1438437,Bristol-Myers Squibb Pharmaceuticals Ltd,163542667,Tw:Balance Sheet,Pharmacy Issues & Receipts,"35,370.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1440472,Siemens Healthcare Limited,479985260,Rf:Ircu Enabling Works,Med&Surg Equipment,"60,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1440722,Bytes Software Services Ltd,823818226,Tw:Information Man And Tech,Other Non-Clinical Supplies,"31,393.79"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1440961,Sharpsmart Ltd,801449649,Rf:Waste Management,Refuse Collection-Clinical,"45,348.78"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1440962,Sharpsmart Ltd,801449649,Rf:Waste Management,Refuse Collection-Clinical,"240,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1441597,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"28,760.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1443741,University College London,524371168,Rf:Amyloid Cardiac Mri Scans,Healthcare Non-Nhs Statutory,"-233,539.10"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1444816,Building Design Partnership Limited,732382542,Tw:Nightingale Ward (Excel),Building Contracts,"92,004.01"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,1445156,University College London,524371168,Tw:10004 Daniel Martin,Other Non-Clinical Services,"58,904.35"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,15148,Gilead Sciences Ltd,792402037,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"36,374.83"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,15165,Janssen-Cilag Ltd,207929448,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"31,464.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,15174,Janssen-Cilag Ltd,207929448,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"25,074.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,15176,Janssen-Cilag Ltd,207929448,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"34,062.72"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,15249,Shire Pharmaceuticals Ltd,,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"38,750.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,15316,Otsuka Pharmaceutical Europe Ltd,720417177,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"79,161.27"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,2178,Currie & Brown Uk Limited,737655010,Tw:Whht Consultancy,Consultancy Fees,"49,128.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,726221,"Barnet, Enfield & Haringey Mh Nhs Trust",654408435,Tw:Trust Board,Services Other Nhs Clinical,"50,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,736180,Siemens Healthcare Limited,479985260,Rf:Nuclear Medicine,Radioactive Materials,"37,392.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,756614,Siemens Healthcare Limited,479985260,Rf:Nuclear Medicine,Radioactive Materials,"31,608.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,22/05/2020,997048,Siemens Healthcare Limited,479985260,Rf:Nuclear Medicine,Radioactive Materials,"30,915.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,27/05/2020,1448786,Rfl Property Services Limited,,Tw:Balance Sheet,Property Services Finance Leas,"-642,758.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1362589,University College London,524371168,Tw:Library Services,Library Service Non-Nhs,"99,084.90"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1408206,University College London,524371168,Rf:Cardiology,Healthcare Non-Nhs Statutory,"323,555.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1420881,Nhs Shared Business Services Ltd,848137212,Tw:Payroll,Other Non-Clinical Services,"54,864.12"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1431712,Molnlycke Healthcare Ltd,834868290,Rf:Covid-19 (Surge),Med&Surg Equipment Disposable,"39,693.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1432708,Bates Office Services Limited,696521207,Rf:Covid-19 (Surge),Staff Clothing,"38,800.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1435000,Ellis Building Services Ltd,259448855,Rf:Mechanical Projects-Backlog,Building Equipment & Materials,"30,224.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1435150,Taurus Medical Solutions Ltd,942408430,Tw:Information Man And Tech,Other Non-Clinical Supplies,"94,699.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1435156,Chg Meridian Computer Leasing Uk Ltd,765342323,Rf:Renal Technicians,Msse Lease Charges,"63,584.65"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1436644,Lloyds Retail Chemists Ltd,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"1,169,280.04"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1437471,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"55,449.42"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1437473,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"88,149.05"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1440480,Medstrom Ltd,885208793,Rf:Covoid19 Equipments,Med&Surg Equipment,"133,622.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1440748,Haverstock Healthcare Ltd,215028936,Rf:Diabetic Team,Healthcare Commercial Sector,"87,093.26"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1442236,Grifols Uk Ltd,849740388,Tw:Balance Sheet,Pharmacy Issues & Receipts,"35,550.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1442237,Grifols Uk Ltd,849740388,Tw:Balance Sheet,Pharmacy Issues & Receipts,"76,037.50"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1442456,Alloga Uk,684090520,Tw:Balance Sheet,Pharmacy Issues & Receipts,"56,340.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1442746,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"31,888.52"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1443301,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"70,125.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1443453,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"39,867.24"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1445925,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"32,349.12"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1446100,Biotest Uk Ltd,,Tw:Balance Sheet,Pharmacy Issues & Receipts,"110,200.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1446156,Gilead Sciences Ltd,792402037,Tw:Balance Sheet,Pharmacy Issues & Receipts,"54,117.22"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1446201,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"107,220.24"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1446350,Shire Pharmaceuticals Ltd,,Tw:Balance Sheet,Pharmacy Issues & Receipts,"77,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1446351,Shire Pharmaceuticals Ltd,,Tw:Balance Sheet,Pharmacy Issues & Receipts,"77,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1446671,Bayer Plc,641958611,Tw:Balance Sheet,Pharmacy Issues & Receipts,"27,793.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1446680,Gilead Sciences Ltd,792402037,Tw:Balance Sheet,Pharmacy Issues & Receipts,"-34,146.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,1447996,Healthnet Homecare (Uk) Ltd,9279257756,Tw:Balance Sheet,Pharmacy Issues & Receipts,"32,292.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,14845,Alloga Uk,684090520,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"66,099.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,14846,Alloga Uk,684090520,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"88,132.80"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,15166,Janssen-Cilag Ltd,207929448,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"25,351.61"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,01/06/2020,2272,Royal Free London Nhs Ft,GB654946987,Tw:Management,Ic Management Service,"41,188.80"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1439169,Logan Construction (Se) Ltd,674915890,Rf:Corona Virus Assessment Pod,Building Contracts,"47,016.72"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1440787,Interserve Catering Services Ltd,576994073,Rf:Pp Hotel Services,Contract Catering,"77,106.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,2,05/06/2020,1440858,Nhs Shared Business Services Ltd,848137212,Tw:Payroll,Other Non-Clinical Services,"54,864.12"
